a,"第一个字母 A; 一个; 第一的
art. "
work,"n. 工作, 劳动, 职业, 行为, 功, 作品, 成果, 产品, 工程
vi. 工作, 劳动, 做, 运转, 起作用, 被加工
vt. 使工作, 使转动, 开动, 使用, 经营, 使逐渐变得, 造成"
worker,"n. 工人, 劳动者
"
world,"n. 世界, 地球, 宇宙, 万物, 世人, 人间, 领域, 世事, 世故, 社会生活, 大量
"
worry,"n. 担心, 烦恼, 忧虑, 苦恼, 撕咬
vt. 使烦恼, 使焦虑, 使苦恼, 困扰, 折磨, 撕咬
vi. 烦恼, 担心, 撕咬"
would,"aux. 将, 愿意"
write,"vt. 书写, 著述, 写, 写满, 写信给
vi. 写, 写字, 写信, 写作, 作曲
"
writer,"n. 作家, 撰稿者, 抄写员
"
wrong,"a. 错误的, 不正当的, 失常的
adv. 错误地"
yard,"n. 码, 庭院, 工场
"
year,"n. 年, 年度, 年龄
"
yellow,"n. 黄色
a. 黄色的"
yes,"adv. 是
n. 是, 同意
v. 同意"
yesterday,"n. 昨天
adv. 昨天"
you,"pron. 你, 你们"
young,"a. 年轻的, 无经验的, 朝气蓬勃的
n. 青年们, 幼小动物, 崽"
your,"pron. 你的, 你们的"
yours,"pron. 你的(东西), 你们的(东西)"
yourself,pron. 你自己
zebra,n. 斑马
zero,"n. 零, 零点, 零度, 无, 乌有, 最低点
a. 零的, 没有的
vt. 调零, 对(炮火等)作协调校正
"
zoo,n. 动物园
a bit,一点儿；有一点儿
a bit of,一点
a few,"几个, 少数, 一些"
a kind of,"一种,一类"
a little,"一些, 一点点, 一点儿, 稍微, 些许"
a lot of,许多的
a pair of,"一对..., 一付..."
a piece of,"一块..., 一片..."
after school,放学后
all around,周围
all over,"全部结束, 到处, 浑身"
all right,"好, 顺利, 良好的, 正确的"
all the time,始终
as soon as,一...就
ask for,"na. 要(价)；来找
"
at first,起先
at last,终于
at home,"在家, 在本地, 在国内, 熟悉"
at once,立刻
be afraid of,害怕
be angry with sb.,对(某人)生气
be different from,"与…不同,和…不一样"
be fond of,"喜爱, 爱好"
be good at,擅长
be interested in,对…很感兴趣
be proud of,"自豪, 高兴"
borrow sth. from sb.,从…借入; 借用
by bus,乘公共汽车
by air,乘飞机
by train,乘火车
by ship,乘船
by the way,"在途中, 顺便"
call back,"na. 取消；喊回；回一个电话；再打一个电话来
"
call for,"叫(某人)来, 要求, 为...叫喊, 为...叫"
call on,"号召, 呼吁, 约请, 访问"
care for,"喜欢, 照顾, 为...操心, 尊重"
catch a cold,感冒
catch cold,"na. 着凉
"
cheer up,"v. 鼓舞；振作一点
"
come back,"回来, 在记忆中重现, 复辟, 恢复, 回签"
come from,"来自, 出生于"
come in,"进来, 到达, 流行起来, 当选, 到手
"
come out,"到边远地区来, 出现, 露出, 出版, 罢工, 结果是, 褪去, 被解出, 宣布"
do one's best,尽全力
do some shopping, 买东西
each other,彼此
enjoy oneself,过得快乐
excuse me,对不起
fall asleep,"入睡, 长眠, 懈怠, 静止不动"
find out,"na. 查出；发现；看清…的面目；识破
"
fly away,"离开, 飞离"
for ever,"永远, 老是"
for example,例如
get back,"na. 取回；回来；送回；〈俚〉报复
"
get in,"na. 进入；收(庄稼)；收集(税收,捐款等)；插入
"
get on,"na. 上马；安上；过日子；相投 (with together)
"
get off,"na. 下车；脱下(衣服等)；脱(衣)；下(马)
"
get up,"na. 起床；起身；站起来；叫…起床
"
get to,"到达, 接触到, 开始, 对...有影响"
go home,回家
go on,"继续下去, 过去, 发生, 进行, 接近, (演员)上, (运动员)上场, 依靠, 依据, 责骂
"
go over,"转变, 仔细检查, 润色, 复习"
go shopping,去买东西
go to bed,"上床, 睡觉"
go to school,上学
go to sleep,"入睡, 睡着"
go to the cinema, 去电影院
go to the movie,[网络] 去电影院；去看影片；特定
go to the movies,去看电影
go to work,上班
had better do, 最好（做）
hand in,"na. 交进
"
have a class,[网络] 上课；学生上课
have a lesson, 上课
have a cold,患感冒
have a fever, 发烧
have a headache, 头疼，头痛
have a good time,过得快乐
have a rest, 休息一下; 歇
have a try,"尝试一下,试试看"
have breakfast, 吃早饭
have no idea, 不知道，不了解; 没谱儿
have to," 不得不, 只好; 只得; 必须; 不得已"
hear of,"na. 听说；获悉；收到…的消息；知道
"
help sb. with sth.,"v. 帮助
"
here you are,"你已经到了,你要的东西在这儿!"
hold on,"继续, 不挂断, 停止"
hurry up,"赶快, 匆匆完成"
in a hurry,匆忙
in a minute,"马上, 立刻"
in bed,"在床上, 卧床"
in fact,"事实上
"
in front of,在...前面
in hospital,[网络] 住院；在医院；生病住院
in order to, 为了…
in the end,"最后, 终于"
in the future,"未来, 将来, 往后"
in the middle of,"在...当中, 在...的中途, 在...中央"
in time,"na. 经过一段时间以后；早晚；在恰好的时候；和…合拍
"
just a minute,请等一会儿
just now,刚刚
laugh at ...,"嘲笑, 漠视, 因...发笑"
let me see,"让我看看,让我想想,嗯"
listen to,听
live on,"继续生活, 以...为主食, 靠...生活"
look after,"目送, 照顾, 关心"
look at,"看, 考虑, 着眼于"
look for,"寻找, 期待"
look out,"na. 挑选；注意；看外头；展望 (on；over)
"
look up,"v. 查找；查阅；探望；看望
"
lose one's way,迷路
make up one's mind,"下决心, 接受, 承认"
no problem, 不麻烦;  没什么;  没事儿; 非常容易
of course,当然
on duty,"值班, 上班
"
out of,"在...外, 离开..., 从...里面, 出于, 由于, 因为, 缺乏, 没有, 放弃, 丧失"
over there,在那边
right now,就在此时
see sb. home,"na. 送(某人)到家
"
see sb. to the station,无
speak to,"对...说话, 说到, 责备, 证明"
speak with,和…说话
sports meeting, [体]运动会
stay in bed, 呆在床上，卧床休息
stay up,不睡觉
take away,"adj. 买回去的
"
take care of,"照顾
"
take off,"v. (飞机)起飞；出去；拿掉；移送
"
take part in,"参与, 参加
"
take place,"na. 发生；举行
"
try on,"na. 试穿；〈非正式〉搞恶作剧(以试探能否被容忍)；〈非正式〉耍花招
"
turn on,"na. 转向；对…进行突击
"
turn off,"v. 关掉
"
wait for,"na. 等；等待
"
wake up,"na. 同“wake”；叫醒；醒来；振作起来
"
welcome to ..., 欢迎…
work out,"v. 作出；拟定；制定；计划一下
"
write down,"na. 记下来；贬低；减低账面价值；把…拨作公积金
"
