enable,"vt. 使能够
"
however,"adv. 然而, 无论如何, 究竟怎样
conj. 然而, 可是"
while,"n. 一会儿, (一段)时间
conj. 当...的时候, 虽然
vt. 消磨"
whereas,"conj. 然而, 鉴于
"
after all,毕竟
though,"adv. 然而, 可是
conj. 虽然, 纵然"
although,"conj. 虽然, 尽管"
as to,"根据,按照,依照;关于,至于,就…而言"
as regards,"关于, 至于"
as for,至于
regarding,prep. 关于
with regard to,关于
concerning,"prep. 关于
"
by the way,"在途中, 顺便"
above all,"尤其是, 首先"
particularly,"adv. 特别, 格外, 尤其, 详细地, 细致地"
especially,"adv. 尤其, 特别, 格外"
in particular,特别
indeed,"adv. 的确, 实在, 真正地, 甚至"
significantly,adv. 值得注目地；意味深长地
undoubtedly,"adv. 无疑, 必定, 确实地"
without a doubt,毫无疑问
first,"adv. 首先, 第一, 优先
a. 第一的
num. 第一
n. 开始, 第一"
in the first place,首先
to begin with,首先
for one thing,首先
first and foremost,首要地
second,"n. 秒, 瞬间, 第二名, 支持者, 助手
a. 第二的, 其次的, 次要的, 附加的, 辅助的
num. 第二
vt. 当...助手, 支持"
furthermore,"adv. 此外, 而且"
besides,"prep. 除...之外
adv. 而且, 此外"
lastly,"adv. 最后, 终于"
finally,"adv. 最后, 终于"
last but not least,最后但并不是最不重要的(一点)
for example,例如
for instance,"例如
"
such as,"例如..., 像这种的"
including,"prep. 包含, 包括
"
as follows,如下
in fact,"事实上
"
as a matter of fact,事实上
frankly speaking,坦白地说
namely,"adv. 即, 就是, 换句话说"
in other words,换句话说
in a word,总之
in conclusion,最后
in sum,总言之
all in all,"总而言之, 合计, 头等重要的东西"
to sum up,"总之, 总而言之"
in brief,"简言之, 以简洁的形式"
in short,"简而言之
"
briefly,"adv. 简短地, 扼要地, 简明地, 简单地"
on the whole,"大体上, 基本上"
in general,大多数
by and large,"大体上, 基本上"
generally speaking,一般而言
argue,"vi. 提出理由, 争论, 辩论
vt. 主张, 辩论, 证明, 说服"
maintain,"vt. 维持, 维修, 保持, 坚持, 供养, 主张
"
hold,"n. 把握, 把持力, 柄, 控制, 掌握, 监禁
vt. 保存, 握住, 拿住, 占据, 持有, 拥有
vi. 支持, 持续, 有效
n. 保留
"
believe,v. 相信
earn,"vt. 赚得, 获得, 博得
"
gain,"n. 增益, 获得, 利润, 收获, 增加
vt. 得到, 增进, 赚到
vi. 获利, 增加
"
reap,"vt. 收割, 收获, 获得
vi. 收割, 得到报应"
vital,"a. 生命的, 重要的, 充满活力的, 生死攸关的, 致命的
"
crucial,"a. 决定性的, 重要的, 严厉的
"
critical,"a. 批评的, 决定性的, 危险的, 临界的
"
decisive,"a. 决定性的, 坚定的, 果断的"
reflect on,"深思, 反省, 导致, 招致非议"
approve of,"赞成,批准…"
in favor of,"赞同, 有利于"
depict,"vt. 描述, 描写"
picture,"n. 图画, 照片, 景色, 美丽如画的人(或物), 化身, 生动的描述, 想像, 形象思维
vt. 画, 拍摄, 用图说明, 描写, 想像
"
nowadays,"n. 现在, 现时, 当今
adv. 时下, 现今"
at present,"现在, 目前"
currently,"adv. 现在, 当前, 一般, 普通
"
presently,"adv. 目前, 不久"
intelligent,"a. 聪明的, 智能的, 了解的"
bright,"a. 明亮的, 聪明的, 鲜明的, 欢快的
adv. 明亮地, 欢快地"
brilliant,"a. 光辉的, 灿烂的, 有才气的
"
exhausted,a. 耗尽的；疲惫的
fatigued,a. 疲乏的
worn-out, 磨穿; 疲乏
weary,"a. 疲倦的, 萎靡的, 厌倦的, 厌烦的
vt. 使疲倦, 使厌烦
vi. 疲乏, 生厌, 不耐烦"
hinder,"a. 后面的
v. 阻碍, 打扰"
hamper,"n. 食篮, 阻碍物, 食盒
vt. 阻碍, 使困累, 妨碍, 牵制"
advantage,"n. 优点, 便利, 好处, 优势
vt. 有助于"
merit,"n. 优点, 功绩, 价值, 功过, 真相
vt. 值得
vi. 应受"
disadvantage,"n. 缺点, 不利, 坏处"
defect,"n. 缺点
"
flaw,"n. 缺点, 裂纹, 瑕疵, 一阵狂风
"
drawback,"n. 缺点, 退税
"
deficiency,"n. 缺乏, 不足
"
concentrate on,"集中, 全神贯注于"
center on," 以…为中心; 重点在于…, 主要与…有关"
participate in,"参加, 参与, 分享"
engage in,"使从事于, 参加"
bear in mind,"na. 记住；铭记不忘；注意
"
rely on,"依赖, 依靠"
lean on,靠着
frustrated,"a. 失意的, 挫败的；泄气的"
discouraged,a. 气馁的
depressed,"a. 沮丧的, 降低的
"
commit oneself to,致力于
thirst for,"渴望, 热望"
long for,渴望
advancement,"n. 前进, 进步, 提升
"
achievement,"n. 完成, 成就, 功业"
accomplishment,"n. 成就, 完成"
fulfillment,"n. 履行, 结束, 完成, 实现, 满意, 称心"
prevalent,"a. 普遍的, 流行的"
fashionable,"a. 时髦的, 上流社会的, 流行的"
witness,"n. 证人, 目击者, 证据, 证词
vt. 目击, 作证, 证明, 表明
vi. 作证人, 作为证据"
apart from,除了...之外
in addition to,"另外, 加之, 除…之外还"
along with,"与…一道,与…一起,连同…"
emerge,"vi. 浮现, 形成, 出现, (事实)显露"
arise,"vi. 站立, 出现, 起来"
rocket,"n. 火箭, 烟火
vi. 急升, 猛涨, 飞驰
vt. 用火箭运载"
multiply,"v. 繁殖, 乘, 增加
"
attach importance to,重视
emphasize,"vt. 强调, 加强语气, 着重"
underline,"vt. 在...下面划线, 作...的衬里, 强调
n. 下划线, 图下说明文字
"
vanish,"vi. 消失, 不见, 成为零"
fade away,逐渐消失
deteriorate,v. (使)恶化
be confronted with,面临
evaluate,"vt. 评估, 评价, 赋值"
implement,"n. 工具, 器具, 手段
vt. 实现, 使生效, 执行"
apparent,"a. 清晰可见的, 显然的, 表面上的
"
outstanding,"a. 杰出的, 突出的, 未偿付的, 未决定的
"
remarkable,"a. 不平常的, 值得注意的, 显著的"
distinguished,"a. 卓著的, 著名的"
excellent,"a. 优良的, 杰出的, 出色的"
accomplish,"vt. 完成, 达到, 实现, 使完美"
fulfill,"vt. 实践, 履行, 实行, 完成, 结束, 满足
"
realize,"vt. 了解, 实现, 使显得逼真, 变卖
vi. 变卖"
cherish,"vt. 珍爱, 怀有, 爱护"
devastate,"vt. 毁坏
"
wreck,"n. 失事, 残骸, 破坏
vt. 使失事, 拆毁, 破坏
vi. (船)失事, 营救失事船只"
come across,偶遇
encounter,"n. 相会, 相遇, 遭遇
vt. 遇见, 邂逅, 会战
vi. 偶然相遇"
account for,对…负有责任；对…做出解释；说明……的原因；导致；（比例）占
illustrate,"vt. 举例说明, 作图解, 阐明
vi. 举例说明"
clarify,"vi. 澄清, 阐明
vt. 使明晰"
charming,"a. 迷人的, 有吸引力的"
appealing,"a. 有感染力的, 动人的, 恳求的"
fascinating,"a. 迷人的, 吸引人的, 使人神魂颠倒的"
attractive,"a. 吸引人的, 有魅力的
"
thrilling,"a. 毛骨悚然的, 令人兴奋的, 令人发抖的"
overjoyed,"a. 狂喜的, 非常高兴的"
reveal,"vt. 露出, 显示, 透露, 揭露, 泄露, (神)启示
n. 窗侧, 门侧"
indicate,"vt. 显示, 象征, 指示, 指出
"
demonstrate,"vt. 示范, 证明
vi. 示威"
notify,"vt. 通知, 通告, 报告
"
inform,"vt. 通知, 使了解, 使充满
vi. 提供资料, 告发"
cultivate,"vt. 培养, 耕作"
develop,"vt. 发展, 使发达, 进步, 洗印, 显影
vi. 发展, 生长"
foster,"a. 收养的, 养育的
vt. 养育, 抚育, 培养, 鼓励, 抱(希望)"
convince,"vt. 说服, 使相信
"
for the sake of,"为...缘故, 为...起见, 为了某人, 为...目的, 为了...的利益"
in reality,"实际上, 事实上"
in effect,"有效
"
as a matter of fact,事实上
contribute,"vt. 有助于, 捐助, 投稿
vi. 出力, 捐献, 投稿"
donate,v. 捐赠
method,"n. 方法, 办法, 条理, 秩序
"
approach,"n. 接近, 入门
vt. 接近, 近似, 找...商量
vi. 靠近"
means,"n. 方法, 手段, 工具, 财产, 收入
"
measure,"n. 尺寸, 量度器, 量度标准, 测量, 量具, 程度, 范围, 限度, 分寸, 措施, 方法
vt. 测量, 测度, 估量, 权衡, 调节, 拿(自己或自己的力量等)作较量
vi. 度量"
sole,"n. 脚掌, 鞋底, 底部
a. 唯一的, 仅有的, 单独的, 独身的
vt. 上鞋底, 触底"
single,"a. 单身的, 单程的, 单一的, 个别的, 孤独的, 专一的
n. 一个, 单打, 单程票
vt. 选出
vi. 击出一垒打
"
unique,"a. 独一无二的, 独特的, 稀罕的"
tutor,"n. 家庭教师, 导师, 助教, 监护人
vt. 当...的教师, 教, 指导, 约束, 克制
vi. 当家庭教师, 受家庭教师的指导"
coach,"n. 四轮大马车, 教练
vt. 训练, 指导
vi. 坐马车旅行, 作指导"
educate,"vt. 教育, 培养, 训练"
be inclined to,"倾向于..., 有...的趋势"
tend to,"注意, 趋向"
be liable to,"该受(罚), 应遵守..., 有...的倾向, 易于..."
abundant,"a. 丰富的, 充分的, 大量的"
sufficient,"a. 充分的, 足够的
"
ultimately,"adv. 最后, 最终
"
eventually,"adv. 最后, 终于"
come up with,"赶上, 提出"
occur to sb.,…发生在; 被想起〔到〕
be connected with,与...相连/联系
be linked to,与...连接
be relevant to,与...有关
be associated with, 和…联系在一起; 与…有关
call for,"叫(某人)来, 要求, 为...叫喊, 为...叫"
require,"vt. 需要, 命令, 要求
"
demand,"n. 要求, 需求, 需要
v. 要求, 查询"
constructive,"a. 建设性的, 构造上的
"
beneficial,"a. 有益的, 受益的
"
rewarding,"a. 有益的, 有报酬的, 报答的"
be acquainted with,熟悉
be familiar with,熟悉
indispensable,"n. 不可缺少之物
a. 不可缺少的, 责无旁贷的, 绝对必要的"
essential,"n. 要素, 要点, 本质
a. 必要的, 重要的, 本质的
"
be aware of,知道
be conscious of,意识到...
comprehend,"vt. 理解, 包括"
due to,"由于, 应归于"
owing to,"由于..., 因为..."
thanks to,由于
result from,"由...产生
"
tremendous,"a. 巨大的, 非常的, 可怕的"
immense,"a. 极广大的, 无边的, 非常好的"
gigantic,"a. 巨人般的, 巨大的"
enormous,"a. 巨大的, 庞大的"
countless,"a. 数不尽的, 无数的"
numerous,"a. 很多的, 数目众多的, 多数的
"
extremely,"adv. 极端地, 非常地"
exceedingly,"adv. 极端地, 极度地, 非常"
figure,"n. 数字, 价格, 图形, 形状
vt. 描绘, 表示, 演算, 认为
vi. 计算, 出现, 估计"
statistic,"n. 统计量
a. 统计的, 统计学的"
mount,"n. 乘骑用马, 框, 衬纸, 山
vi. 乘马, 爬上, 增长
vt. 爬上, 使上马, 装上, 装裱, 安放, 制作...的标本, 设置, 上演
"
roar,"n. 吼, 咆哮, 轰鸣
vi. 吼, 大声说出, 叫喊, 喧闹
vt. 呼喊, 使轰鸣"
trigger,"n. 触发器, 扳机
vt. 触发, 发射, 引起
vi. 松开扳柄
"
arouse,"vt. 唤醒, 鼓励, 引起
vi. 醒来"
endure,"vt. 忍受, 忍耐, 容忍, 耐
vi. (正式)持久, 持续
"
inquire,"v. 询问, 问明, 查究"
capability,"n. 能力, 性能, 约束力
"
competence,"n. 胜任, 职称, 能力
"
capacity,"n. 容量, 能力, 才能, 资格
"
faculty,"n. 才能, 能力, 全体教员, (大学的)系
"
splendid,"a. 光亮的, 了不起的, 灿烂的, 壮丽的, 显著的, 杰出的"
magnificent,"a. 华丽的, 高尚的, 宏伟的"
impressive,"a. 给人深刻印象的, 威严的"
marvelous,"a. 令人惊异的, 了不起的, 不平常的"
prosperous,"a. 成功的, 繁盛的, 幸运的
"
flourishing,"a. 繁茂的, 隆盛的, 繁荣的"
thriving,"a. 兴旺的, 旺盛的, 繁荣的"
booming,"a. 急速发展的
"
a variety of,"各种各样的..., 种种..."
various,"a. 不同的, 各种的, 多方面的, 许多的, 个别的, 杂色的
"
diverse,"a. 不同的, 变化多的"
conserve,"n. 蜜饯, 果酱
vt. 保存, 使(能量等)守恒"
ancient,"a. 古代的, 古老的, 年老的, 旧的"
enjoy,"vt. 享受, 喜欢, 欣赏
"
possess,"vt. 持有, 占有, 拥有, 克制, 支配, 迷住
"
violate,"vt. 违犯, 亵渎, 违反, 侵犯, 妨碍
"
disobey,"v. 违反, 不服从"
infringe,"v. 破坏, 侵犯, 违反"
consist of,由...组成
be composed of ...,由...组成
be comprised of,由…组成
affair,"n. 事件, 事务, 恋爱事件"
business,"n. 生意, 事情, 业务, 商业, 商行, 职责
"
matter,"n. 事件, 物质, 原因, 素材, 实体, 重要
vi. 有关系"
increasing,[经] 递增
increasingly,"adv. 逐渐地, 渐增地"
growing,a. 成长的
by and large,"大体上, 基本上"
on the ground of,"根据…, 以…为理由"
in accordance with,"与...一致, 依照"
stem from,"起源于,出自,出身于…"
derive from,"得自, 由来, 衍生"
voice,"n. 声音, 嗓音, 嗓子, 愿望, 发言权, 表达, 喉舌, 语态
vt. 表达, 吐露, 调音"
convey,"vt. 传达, 运输, 转让
"
thoroughly,"adv. 彻底地, 绝对地, 透彻地, 详尽地, 周到地, 完全地, 完善地, 全面地"
cope with,"与...竞争, 应付, 处理"
resolve,"vi. 决定, 分解, 决心
vt. 使分解, 解析, 解决, 消除, 决心
n. 决定之事, 决心, 坚决"
superior to, [医]adj.优于，胜于
think,"vt. 想, 考虑, 想起, 想像, 打算, 认为
vi. 思考, 料想
n. 想法
a. 思想的"
win,"vt. 赢得, 打胜, 成功
vi. 获胜, 达到, 影响
n. 胜利, 赢, 收益"
important,"a. 重要的, 有地位的, 大量的, 显要的, 自负的
"
consider,"v. 考虑, 思考, 认为"
in a word,总之
agree with,"同意…,与…意见一致;适应…"
use,"n. 使用, 习惯, 使用价值, 用法, 使用权
vt. 使用, 利用, 运用, 耗费
vi. 惯常"
describe,"vt. 描述, 描绘, 画"
now,"adv. 现在, 刚才, 目前
n. 现在
a. 现在的
conj. 由于"
clever,"a. 聪明的, 精明的"
tired,"a. 疲累的, 疲乏的, 厌倦的"
stop,"n. 停止, 车站, 逗留, 填塞, 障碍, (风琴的)音栓
vi. 停止, 被塞住
vt. 塞住, 堵塞, 阻止, 击落, 停止, 终止, 断绝"
focus on, 致力于; 使聚焦于; 对（某事或做某事）予以注意; 把…作为兴趣中心
join,"vi. 参加, 结合, 加入
vt. 连接, 结合, 参加, 加入
n. 连接, 结合, 接合点
"
remember,"vt. 记得, 回忆起, 记住, 铭记, 纪念
vi. 记得"
depend on,"依靠, 依赖"
sad,"a. 忧愁的, 悲哀的"
try one's best,尽力
development,"n. 发展
"
success,"n. 成功, 成就, 胜利"
popular,"a. 通俗的, 流行的, 受欢迎的, 大众的, 人民的, 普及的
"
see,"vt. 看见, 查看, 参观, 游览, 理解, 知道, 同意
vi. 看, 观看, 注意, 知道, 考虑
n. 主教的职位"
watch,"n. 观察, 手表, 看守, 守护, 监视, 值班人
vt. 看, 注视, 照顾, 看守, 守护, 监视
vi. 观看, 注视, 守侯"
besides,"prep. 除...之外
adv. 而且, 此外"
appear,"vi. 出现, 显得, 来到
"
stress,"n. 压力, 紧迫, 强调, 重音, 重点, 应力
vt. 加压力于, 着重, 重读"
disappear,"vi. 消失, 不见"
worsen,"vt. 使更坏, 使恶化
vi. 变得更坏, 恶化"
face,"n. 脸, 面容, 正面, 外观
vt. 面对, 朝, 正视, 面临
vi. 朝, 向
"
judge,"n. 法官, 裁判员, 审判官, 鉴定人
vt. 审理, 鉴定, 判断, 判决, 裁定
vi. 下判断, 作评价"
carry out,"na. 实行；开展；完成
"
obvious,"a. 明显的, 明白的, 显然的, 平淡无奇的"
good,"n. 善行, 好处, 利益
a. 好的, 优良的, 上等的, 愉快的, 有益的, 好心的, 慈善的, 虔诚的"
achieve,"vt. 完成, 达到
vi. 如愿以偿"
value,"n. 价值, 价格, 购买力, 评价, 估价, 计算结果
vt. 评价, 估价, 重视
"
destroy,"vt. 破坏, 毁坏, 消灭"
meet,"n. 会, 集会
a. 适宜的, 合适的
vt. 遇见, 引见, 认识, 满足, 对付
vi. 相遇, 接触"
explain,"v. 解释, 说明"
pretty,"a. 漂亮的, 优美的, 机灵的, 狡猾的, 恰当的
adv. 相当, 颇"
beautiful,a. 美丽的
exciting,"a. 令人兴奋的, 刺激的
"
glad,"a. 高兴的, 喜欢的, 情愿的"
happy,"a. 快乐的, 幸福的, 愉快的, 恰当的"
show,"n. 显示, 表现, 展览, 卖弄, 炫耀, 外观, 演出, 洋相
vt. 表示, 显示, 展现, 陈列, 演出, 表明, 指出, 带领
vi. 露面, 显现, 演出
"
tell,"vt. 告诉, 说, 吩咐, 断定, 知道
vi. 讲述, 泄密, 告发, 表明"
train,"n. 火车, 列车, 行列, 长队, 一连串的后果, 顺序
vt. 训练, 教育, 对准
vi. 受训练, 锻炼"
persuade,"vt. 劝, 使相信, 恳求, 敦促, 说服
vi. 劝服, 被说服"
in order to, 为了…
in fact,"事实上
"
give,"n. 弹性, 适应性
vt. 给, 授予, 供给, 产生, 发表, 付出, 献出, 让出
vi. 捐赠, 支持不住, 让步"
way,"n. 路, 路线, 路途, 方法, 道路, 情形, 规模, 习惯, 行业, 方面
adv. 远远地, 非常"
only,"a. 唯一的, 仅有的, 最佳的
adv. 只有, 仅仅, 只能
conj. 但是, 不过"
teach,"vt. 教, 讲授, 教导, 教育
vi. 教书, 教学, 可以教"
always,"adv. 总是, 始终"
enough,"n. 充足, 够, 很多
a. 充足的, 足够
adv. 足够
interj. 够了"
finally,"adv. 最后, 终于"
in my opinion, 依我看来; 据我看来
be related to,"与...有关, 和...有联系, 和...有亲戚关系"
need,"n. 需要, 必须, 缺乏
vt. 需要, 必需
vi. 贫困, 有必要
aux. 需要"
useful,"a. 有用的, 有益的
"
know,"v. 知道, 了解, 认识, 确信"
necessary,a. 必要的；必然的；必需的
realize,"vt. 了解, 实现, 使显得逼真, 变卖
vi. 变卖"
understand,"vt. 理解, 了解, 领会, 听说, 懂
vi. 懂得, 认为"
because,conj. 因为
big,"a. 大的, 重要的
adv. 大量地"
many,"n. 多数, 多数人
a. 许多的
pron. 许多"
very,"a. 真正的, 恰好的, 十足的, 特有的
adv. 非常, 完全"
number,"n. 数, 数字, 数目, 号码
vt. 数, 计算, 共计
vi. 计算, 报数
"
increase,"n. 增加, 增进, 利益
vt. 增加, 加大
vi. 增加, 繁殖"
rise,"n. 上升, 增加, 上涨, 高地, 升高, 出现
vi. 升起, 起身, 起立, 上升, 上涨, 增长, 高耸, 起义, 浮现
vt. 使飞起"
cause,"n. 原因, 目标
vt. 引起, 使产生, 使遭受"
bear,"n. 熊
vt. 忍受, 支承, 产生, 怀有, 通过卖空使跌价
vi. 忍受, 结果实, 压挤, 行进, 转向"
ask,"vi. 问, 要求
vt. 问, 要求, 邀请, 需要"
ability,"n. 能力, 才干
"
grand,"a. 庄重的, 壮观的, 显赫的, 重大的, 最高的, 雄伟的, 宏大的, 豪华的, 傲慢的
"
rich,"a. 富裕的, 富饶的, 浓厚的, 贵重的"
all kinds of,各种各样的
save,"n. 救球
vt. 解救, 挽救, 储蓄, 保存, 节省, 保留
vi. 挽救, 节省, 救球
prep. 除...之外
"
keep,"n. 生计, 维持, 保持
vt. 保持, 保存, 遵守, 看守, 整理, 维持, 履行, 经营, 拘留, 记帐
vi. 保持, 继续不断"
old,"n. 以前, 往昔
a. 老的, 旧的, 古老的, 年长的, 老练的"
have,"vt. 有, 怀有, 拿, 进行
aux. 已经"
break,"n. 休息, 中断, 破裂处, 绝交, 破晓, 突变
vt. 打破, 弄破, 弄坏, 破坏, 违反, 打断, 削弱, 放弃
vi. 破碎, 决裂, 破晓, 突变, 变弱, 暂停
n. 分隔符
"
be made up of,由...所组成
some,"pron. 一些, 一部分, 若干
adv. 大约
a. 一些的, 少许的, 某一的"
thing,"n. 事物, 东西, 物, 用品, 事, 事件, 情况, 行为, 特征"
more and more,越来越多
disagree with,"不同意, 不一致, 不适合"
for example,例如
in general,大多数
because of,因为
according to,"根据, 按照；取决于；据…所说"
come from,"来自, 出生于"
express,"n. 快车, 快递, 专使
a. 明确的, 丝毫不差的, 专门的, 快的
vt. 表达, 表示, 表露"
completely,"adv. 完全地, 十分地, 圆满地"
deal with,"安排, 处理, 涉及, 做生意"
better than,比…更好
abandon,"vt. 放弃, 抛弃, 遗弃, 使屈从, 沉溺, 放纵
n. 放任, 无拘束, 狂热"
give up,"na. 放弃；断绝；投降；自首
"
quit,"vi. 离开, 辞职, 停止
vt. 离开, 放弃, 使解除, 停止
n. 离开
"
accelerate,"v. 加速, 促进"
speed up,"加速
"
step up,"v. 加紧；走上前；登上；增加
"
pick up,"v. 拾起；探出；重新开始
"
account for,对…负有责任；对…做出解释；说明……的原因；导致；（比例）占
explain,"v. 解释, 说明"
accumulate,"v. 积聚, 堆积"
collect,"v. 收集, 聚集, 集中, 搜集
a. 由收到者付款的
adv. 由收到者付款地"
gather,"n. 集合, 聚集
vi. 聚集, 集合, 渐增
vt. 使聚集, 搜集, 积聚"
adhere to,"执着于,坚持,粘附于,信奉…"
follow,"vt. 跟随, 沿行, 遵循, 追求
vi. 跟随, 接着
n. 跟随, 追随"
admit,"vt. 承认, 接受, 允许进入, 容许
vi. 开向, 容许, 承认"
acknowledge,"vt. 承认, 告知收悉, 答谢, 报偿
"
advocate,"n. 提倡者, 拥护者
vt. 主张, 提倡"
support,"n. 支持, 支撑, 援助, 供养, 支撑物
vt. 支援, 支撑, 帮助, 支持, 忍受, 供养, 证实
"
alleviate,"vt. 减轻, 使缓和"
ease,"n. 安乐, 安逸, 悠闲
vt. 使安乐, 使安心, 减轻, 放松
vi. 减轻, 放松, 灵活地移动"
relieve,"vt. 减轻, 救济, 解除, 使免除, 换...的班, 使得到调剂, 使不单调, 衬托, 使显著
vi. 救济, 当替补投手, 呈鲜明突出"
lessen,"vt. 减少, 缩小, 减轻
vi. 变小"
allocate,"vt. 分派, 分配
"
give,"n. 弹性, 适应性
vt. 给, 授予, 供给, 产生, 发表, 付出, 献出, 让出
vi. 捐赠, 支持不住, 让步"
assign,"vt. 分配, 指派, 赋值
"
distribute,"vt. 分配, 散布, 分发
"
allow,"vt. 允许, 同意给予, 承认
vi. 容许, 猜想
"
permit,"n. 许可证, 许可, 执照, 通行证
vt. 允许, 容许, 可能, 使放手做
vi. 容许, 给以机会, 提供可能"
alter,v. 改变
vary,"vt. 改变, 使多样化
vi. 变化, 有不同, 违反"
change,"n. 变化, 找回的零钱, 找头, 更换
vt. 改变, 更换, 兑换"
annoy,"vt. 使恼怒, 骚扰"
irritate,"vt. 激怒, 使发怒, 使兴奋, 使发炎
vi. 引起不快"
appeal to,[法] 诉诸...
tempt,"vt. 诱惑, 引诱, 引起...的兴趣, 吸引, 冒...风险"
attract,"vt. 吸引, 诱惑
vi. 有吸引力"
fascinate,"vt. 令人入神, 使着迷
vi. 入迷"
assume,"vt. 假定, 承担, 呈现
vi. 装腔作势, 僭越"
suppose,"vt. 推想, 假设, 以为, 想像, 假定
vi. 料想"
guess,"n. 猜测, 臆测
v. 猜测, 臆测"
believe,v. 相信
think,"vt. 想, 考虑, 想起, 想像, 打算, 认为
vi. 思考, 料想
n. 想法
a. 思想的"
die out,"熄灭, 平息, 消失"
call for,"叫(某人)来, 要求, 为...叫喊, 为...叫"
ask,"vi. 问, 要求
vt. 问, 要求, 邀请, 需要"
require,"vt. 需要, 命令, 要求
"
request,"n. 请求, 需要, 申请书
vt. 请求, 要求, 邀请
"
demand,"n. 要求, 需求, 需要
v. 要求, 查询"
insist on,"坚持, 坚决要求"
call off,"na. 〈口〉命令停止；丢手；取消(婚约)；〈美〉点(名)
"
cancel,"n. 取消, 撤消, 盖销(邮票)
vt. 取消, 删去, 抵销, 盖销
vi. 相互抵销
"
call sb. up,"na. 传；动员；打电话给；【电讯】呼唤
"
cater for,"供应伙食, 迎合"
meet,"n. 会, 集会
a. 适宜的, 合适的
vt. 遇见, 引见, 认识, 满足, 对付
vi. 相遇, 接触"
satisfy,"vt. 使满意, 满足, 符合, 使确信, 赔偿
vi. 令人满意, 替人赎罪"
circulate,"v. (使)流通, (使)循环, (使)传播"
spread,"n. 传播, 散布, 伸展
a. 双唇展开的, 伸展的
vt. 展开, 铺开, 传播, 推广, 伸出, 涂, 敷, 延伸
vi. 展开, 扩大, 传开, 延伸
"
collaborate,"vi. 合作, 勾结
"
cooperate,"vi. 合作, 协力, 配合
"
come across,偶遇
run into,"跑进, 撞上, 遭遇, 陷入, 达到"
compel,"vt. 强迫, 迫使"
force,"n. 力量, 武力, 势力, 影响力, 军队, 力, 效力
vt. 强迫, 强夺, 推动, 提高
"
complete,"a. 完全的, 十足的, 完成的
vt. 完成, 完工, 使圆满"
finish,"n. 完成, 结束, 末道漆, 磨光, 完美
vt. 完成, 结束, 用完, 毁掉
vi. 结束
"
accomplish,"vt. 完成, 达到, 实现, 使完美"
fulfill,"vt. 实践, 履行, 实行, 完成, 结束, 满足
"
comply with,照做
abide by, 遵守; 信守; 忠于（某人）; 接受
observe,"vt. 觉察到, 遵守, 注意到, 庆祝
vi. 注意, 评论"
stick to,粘住
consolidate,"vt. 巩固, 使联合, 统一
vi. 巩固
"
strengthen,"vt. 加强, 变坚固
vi. 变强, 股票上涨"
contaminate,"vt. 弄污, 弄脏, 污染, 毒害
"
pollute,"vt. 污染, 弄脏, 玷污
"
stain,"n. 污染, 污点, 着色剂
vt. 沾染, 染污, 着色
vi. 变脏"
contend,"vi. 奋斗, 斗争, 竞争
vt. 为...斗争"
compete,"vi. 竞争, 对抗"
convert,"n. 皈依者, 改变宗教信仰者
vt. 使改变信仰, 转换, 兑换, 倒置
vi. 皈依
"
cope with,"与...竞争, 应付, 处理"
handle,"n. 柄, 把手, 把柄, 柄状物, 手感
vt. 触摸, 运用, 买卖, 处理, 操作
vi. 搬运, 易于操纵
n. 句柄
"
deal with,"安排, 处理, 涉及, 做生意"
criticize,"v. 批评, 吹毛求疵, 非难"
blame,"n. 过失, 责备
vt. 责备, 归咎于"
deceive,"v. 欺骗, 行骗"
cheat,"n. 欺骗, 作弊, 骗子
v. 欺骗, 逃脱, 骗取"
decide,"v. 决定, 判决"
determine,"v. 决定, 决心"
make up one's mind,"下决心, 接受, 承认"
decrease,"n. 减少, 减少量
v. 减少"
reduce,"vt. 减少, 分解, 降低, 使衰退, 把...分解, 把...归纳
vi. 减少, 减肥, 缩小
"
cut down on, 减少; 节省
defer,"vi. 推迟, 延期, 听从
vt. 使推迟, 使延期"
postpone,"vt. 延迟, 使延期, 缓办, 搁延
vi. 延缓, 延缓发作"
put off,"na. 延期；辩解
"
delay,"n. 耽搁, 迟滞
v. 耽搁, 延迟
"
depict,"vt. 描述, 描写"
describe,"vt. 描述, 描绘, 画"
destroy,"vt. 破坏, 毁坏, 消灭"
ruin,"n. 毁灭, 推翻, 废墟
vi. 毁灭, 衰败, 破坏, 破产, 堕落
vt. 使毁灭, 毁坏, 使破产"
discriminate,"v. 区别, 差别待遇"
distinguish,"v. 区别, 辨别"
discuss,"vt. 讨论, 论述
"
debate,"n. 辩论, 讨论
v. 争论, 辩论"
talk,"n. 谈话, 交谈, 会谈, 讲话, 演讲, 空谈, 谣言, 方言, 语言
vi. 讲话, 演讲, 说话, 谈话, 交流, 闲聊, 说闲话
vt. 讲, 说, 讨论, 谈论
"
duplicate,"n. 副本, 复本, 复制品
a. 复制的, 二重的
vt. 复制, 使加倍
"
copy,"n. 副本, 摹仿, 一册
v. 复印, 抄袭, 复制
"
reproduce,"v. 繁殖, 再生, 复制, 生殖
"
dwell,"vi. 居住, 居住(于), 存在(于)"
live,"a. 活的, 生动的, 精力充沛的, 实况转播的
vi. 活, 生存, 居住
vt. 过着, 度过, 经历
adv. 实况地"
elevate,"vt. 举起, 提拔, 鼓舞"
