enable,"vt. 使能够
"
religion,"n. 宗教, 信仰
"
religious,"a. 宗教性的, 虔诚的, 宗教上的, 严谨的
n. 修道士, 出家人"
ritual,"n. 仪式, 典礼, 宗教仪式
a. 仪式的, 依仪式进行的"
Christ,"n. 基督, 救世主"
Christian,"n. 基督徒, 正派人
a. 基督的, 基督教的"
Christmas,[网络] 圣诞；基督的弥撒
pope,"n. 罗马教皇, 主教"
saint,"n. 圣徒, 圣人
a. 神圣的
"
Saint,"n. 圣徒, 圣人
a. 神圣的
"
priest,"n. 祭司, 牧师, 神父, 神质人员, 僧侣, 泰斗"
pray,"v. 祈祷, 恳求, 请"
prayer,"n. 祈祷, 恳求, 祷辞, 祈祷者"
temple,"n. 圣堂, 庙宇, 教堂, 礼拜堂, 太阳穴, 鬓角
"
astronomy,n. 天文学
observatory,"n. 天文台, 气象台, 了望台"
atmosphere,"n. 大气, 空气, 气氛
"
weather forecast,天气预报
breeze,"n. 微风, 煤屑, 轻而易举的事
vi. 吹微风, 逃走"
rainy,"a. 下雨的, 多雨的"
rainbow,"n. 彩虹
a. 五彩缤纷的"
chill,"n. 寒冷, 寒意, 失意
a. 寒冷的, 冷漠的
vt. 使寒心, 冷冻
vi. 变冷"
outer atmosphere,外层大气
sphere,"n. 球, 球面, 球体, 天体, 地球仪, 范围
vt. 包围, 使成球体, 放入球内"
universe,"n. 宇宙, 星系, (思想等)范围"
universal,"a. 全世界的, 普遍的, 宇宙的, 通用的
n. 一般概念"
cosmic,"a. 宇宙的, 宇宙航行的, 无限的, 有秩序的
"
galaxy,"n. 银河, 星系, 一群(显赫的人物)
"
planet,"n. 行星, 命运星辰, 杰出的人, 重大影响的事"
comet,n. 彗星
orbit,"n. 轨道, 常轨, 眼眶
vt. 绕...轨道而行
vi. 进入轨道, 盘旋"
solar system,"太阳系
"
light year,n. 光年
phenomenon,"n. 现象, 迹象, 表现, 奇迹, 奇才
"
sunrise,"n. 日出, 黎明, 拂晓"
sunset,"n. 日落, 晚年"
daylight,"n. 白昼, 日光
vt. 使沐浴于日光
vi. 享有日光"
sunshine,"n. 阳光, 光明, 晴天"
sunlight,"n. 日光
"
dusk,"n. 薄暮, 傍晚, 黄昏
a. 微暗的
v. (使)微暗"
eve,"n. 前夕, 前夜"
eclipse,"n. 日食, 月食, (地位名誉等的)消失
vt. 引起日食, 引起月食, 使黯然失色"
tide,"n. 潮, 潮汐, 趋势, 潮流, 涨潮, 高潮
vt. 使随潮漂流
vi. 顺潮行驶"
fog,"n. 雾, 迷惑, (割后的)最生草, 苔藓
vi. 被雾笼罩, 变模糊
vt. 使困惑, 以雾笼罩"
mist,"n. 雾, 迷蒙, 朦胧不清
vt. 使模糊, 使蒙上雾
vi. 变模糊, 下雾"
frost,"n. 霜, 冰冻, 冷漠
vt. 覆着霜, 冻结, 结霜
vi. 受冻, 起霜"
hail,"n. 冰雹, 致敬, 欢呼, 招呼
vt. 向...欢呼, 致敬, 招呼, 使象下雹样落下
vi. 招呼, 下雹
interj. 万岁, 欢迎"
thunder,"n. 雷, 雷声
vi. 打雷, 轰隆地响, 怒喝
vt. 大声喊出, 轰隆地发出"
lightning,"n. 闪电
vi. 闪电
a. 闪电的"
calendar,"n. 日历, 日程表
vt. 列入表中
"
twinkle,"n. 闪烁, 闪耀, 瞬息
vi. 闪烁
vt. 使闪耀"
gravity,"n. 地心引力, 重力
"
hemisphere,"n. 半球, 地球的半面, 大脑半球
"
equator,"n. 赤道
"
tropic,n. 回归线
tropical,"a. 热带的, 热情的
"
peak,"n. 山峰, 巅, 山顶, 顶点, 尖峰, 帽舌
a. 最高的, 最大值的
vi. 到达最高点, 消瘦, 变憔悴, 逐渐缩小
vt. 使竖起, 使达到最高点"
ridge,"n. 脊, 山脊, 山脉
"
altitude,"n. 高度, 海拔, 高处
"
latitude,"n. 纬度, 范围
"
longitude,"n. 经度, 经线
"
horizon,"n. 地平线, 眼界, (天)视地平"
mainland,"n. 大陆, 本土
"
terrain,"n. 地带, 地区, 地形, 领域, 范围"
marsh,"n. 沼泽, 湿地
a. 沼泽的"
cliff,"n. 悬崖, 绝壁"
steep,"n. 浸渍, 悬崖
a. 险峻的, 陡峭的, 急剧升降的, 夸大的
v. 浸, 泡"
gradual,"a. 逐渐的, 渐增的
n. 弥撒升阶圣歌"
canal,"n. 运河, 水道, 管, 沟渠
vt. 开运河"
ditch,"n. 沟渠
vt. 在...开沟
vi. 开沟"
bay,"n. 海湾, 狗吠声, 月桂
vt. 吠, 使走投无路
vi. 吠"
gulf,"n. 海湾, 深渊, 漩涡, 隔阂
vt. 吞没"
harbor,"n. 港, 避难所
v. 庇护, 藏匿, (使)入港停泊"
harbour,"n. 港, 避难所
v. 庇护, 藏匿, (使)入港停泊"
stream,"n. 水流, 小河, 流出, 趋势, 人潮
vt. 流出, 流动, 展开
vi. 流, 涌, 飘扬
"
reservoir,"n. 贮水池, 贮藏处, 贮备, 水库
vt. 储藏"
pond,"n. 池塘
v. 筑成池塘"
vapor,"n. 汽, 蒸气
vi. 蒸发
vt. 使蒸发"
vapour,"n. 汽, 蒸气
vi. 蒸发, 吹牛
vt. 使蒸发, 使汽化"
evaporate,"vi. 蒸发, 失去水分, 消失
vt. 使蒸发, 使脱水, 使消失"
drip,"n. 水滴
v. (使)滴下"
moist,"a. 潮湿的, 多雨的, 感伤的, 含泪的
"
ecology,"n. 生态学, 社会生态学
"
resource,"n. 资源, 财力, 办法, 策略, 急智, 消遣
"
germ,"n. 细菌, 种子, 生殖细胞, 根源
"
organism,"n. 生物, 有机体, 社会组织
"
biology,"n. 生物学
"
species,"n. 种, 类, 外形
"
organ,"n. 风琴, 器官, 元件, 机构, 机关
"
organic,"a. 器官的, 有机的, 组织的, 根本的
"
systematic,"a. 有系统的, 分类上的, 体系的
"
fossil,"n. 化石, 古物
a. 化石的, 陈腐的, 守旧的"
ore,"n. 矿石
"
crystal,"n. 水晶, 水晶装饰品, 结晶
a. 水晶的, 水晶一样的, 透明的"
brass,"n. 黄铜, 黄铜制品
a. 黄铜的, 铜管乐器的
v. 镀以黄铜, 支付"
copper,"n. 铜, 警察
"
nickel,"n. 镍, 镍币, 五分镍币
vt. 镀镍于"
silicon,"n. 硅
"
aluminium,"n. 铝
a. 铝的"
aluminum,"n. 铝
"
gasoline,"n. 汽油
"
gasolene,"n. 汽油
"
petroleum,"n. 石油
"
petrol,"n. 汽油
"
sulfur,"n. 硫, 硫磺
vt. 用硫磺处理"
sulphur,"n. 硫, 硫磺
"
crude oil,"原油
"
marine,"n. 舰队, 水兵, 海景画
a. 海的, 海产的, 海底的, 船舶的, 海运的"
seashell,n. 海贝壳
seaweed,"n. 海草, 海藻
"
whale,"n. 鲸
vi. 捕鲸
vt. 使惨败, 猛揍"
dolphin,n. 海豚
frog,"n. 青蛙
"
reptile,"n. 爬行动物, 爬虫, 卑鄙的人
a. 爬行的, 爬虫类的, 卑鄙的"
crawl,"n. 爬行, 匍匐而行, 养鱼池
v. 爬行"
creep,"n. 爬, 徐行, 蠕动
vi. 爬, 蔓延, 潜行"
mammal,"n. 哺乳动物
"
beast,"n. 畜生, 动物, 野兽, 兽性"
dragon,"n. 龙, 凶暴的人
"
bull,"n. 公牛
"
camel,"n. 骆驼, 打捞浮筒"
lamb,"n. 小羊, 羔羊
v. 产羊羔"
deer,n. 鹿
donkey,"n. 驴子, 笨蛋, 顽固者, 辅助发动机, 辅助泵"
wolf,"n. 狼, 残忍贪婪之人, 极度穷困
vt. 狼吞虎咽, 大吃"
bark,"n. 树皮, 吠声
vi. 吠, 叫骂
vt. 喊出, 剥树皮"
flock,"n. 兽群, 鸟群, 一群人, 大量, 棉束
vi. 成群而行, 聚集
vt. 用棉束填满"
herd,"n. 兽群, 人群, 牧人
vt. 群集, 使成群, 放牧
vi. 聚在一起"
rat,"n. 鼠, 卑鄙的人, 破坏者, 变节者
vi. 捕鼠, 变节
vt. 弄蓬松"
paw,"n. 爪
v. 以蹄扒地, 用爪子抓, 拼命抓, 向...乱抓, 笨拙地使用, 费力地前进"
nest,"n. 巢, 窝, 休息所, 隐匿处
vi. 筑巢, 找鸟巢
vt. 为...设窝, 使套叠
"
insect,"n. 昆虫, 卑鄙的人
"
worm,"n. 虫, 蠕虫, 小人物, 螺纹, 蜗杆
vi. 蠕行, 慢慢前进
vt. 使蠕行, 慢慢地走, 除虫
"
bug,"n. 错误, 虫, 病菌, 缺陷, 窃听器, 癖好, 防盗报警器, 双座小汽车, 要人
vt. 装防盗报警器, 装窃听器, 激怒
vi. 捉虫, 暴突
"
ant,n. 蚂蚁
spider,"n. 蜘蛛, 设圈套者
"
bat,"n. 蝙蝠, 球棒
v. 用球棒打, 眨眼
"
eagle,"n. 鹰, 鹰状标饰"
pigeon,"n. 鸽子, 易上当受骗的人, 年轻女子"
claw,"n. 爪, 螯, 抓伤
v. 用爪抓, 挖, 搜刮"
mosquito,"n. 蚊子
"
butterfly,"n. 蝴蝶
"
bloom,"n. 花, 开花, 青春, 钢块
vi. 开花, 焕发青春, 茂盛
vt. 使茂盛, 把...轧成钢坯"
blossom,"n. 花, 花开的状态, 兴旺期
vi. 开花, 兴旺, 发展"
blossom out, 开花; 成长;  发展; 活跃愉快起来
blossom into,"长成…,发展成为…"
bud,"n. 芽, 花蕾
vi. 发芽, 萌芽
vt. 使发芽"
oak,"n. 橡树, 橡木
a. 橡木制的"
pine,"n. 松树, 松木
vi. 消瘦, 憔悴, 痛苦, 怀念, 渴望
"
bamboo,"n. 竹子
"
plantation,"n. 种植园, 大农场, 植树造林, 新开垦地
"
gardener,"n. 园丁, 花匠, 园艺家"
trim,"n. 整齐, 情形, 修剪
a. 整齐的
vt. 使整齐, 整理, 修剪
vi. 调整, 见风使舵
"
gene,"n. 基因
"
genetic engineering,
cell,"n. 单元, 细胞, 电池
"
clone,"n. 无性系
"
multiply,"v. 繁殖, 乘, 增加
"
tube baby,无
inherit,"vt. 继承, 遗传
vi. 接受遗产"
heir,"n. 继承人, 嗣子, 后嗣
"
ancestor,"n. 祖先, 祖宗"
breed,"n. 种类, 品种
v. 养育, 引起, 饲养, 繁殖"
trash,"n. 垃圾, 废物
vt. 丢弃"
garbage,"n. 垃圾, 废物
"
poison,"n. 毒药, 毒, 毒物, 有毒害的事物
vt. 毒害, 毒杀, 使中毒
vi. 放毒, 下毒"
poisonous,"a. 有毒的, 恶毒的, 讨厌的
"
greenhouse,n. 温室
energy crisis,[化] 能源危机
sustainable development, 可持续发展
exhaust gas,[化] 废气
harm,"n. 伤害, 害处
vt. 伤害, 损害"
harmful,"a. 有害的, 伤害的"
acid,"n. 酸, 酸类物质, 尖刻, 迷幻药
a. 酸的, 酸性的, 尖刻的, 敏锐的
"
recycle,"vt. 使再循环, 重新利用, 再制
n. 再循环"
rainfall,"n. 降雨, 降雨量
"
hydrogen,"n. 氢
"
nitrogen,"n. 氮
"
oxygen,"n. 氧
"
carbon,"n. 碳, 副本, 复写纸
"
carbon dioxide,"二氧化碳
"
tragedy,"n. 悲剧, 惨案, 悲剧作品
"
disaster,"n. 灾祸, 不幸, 彻底失败"
accidental,"a. 意外的, 偶然的, 非主要的, 附属的
n. 临时记号, 次要方面"
alarm,"n. 惊恐, 警报, 警钟
vt. 使惊恐, 警告
"
grief,"n. 伤心, 忧愁, 悲痛, 不幸, 灾难"
come to grief,"遭到不幸, 遭难, 失败"
injure,"vt. 伤害, 损害, 使受冤屈
"
injury,"n. 伤害, 侮辱
"
casualty,"n. 意外事故, 伤亡, 受害者
"
wreck,"n. 失事, 残骸, 破坏
vt. 使失事, 拆毁, 破坏
vi. (船)失事, 营救失事船只"
crisis,"n. 危机, 危险期, 紧要关头
"
collapse,"n. 崩溃, 倒塌, 虚脱
vi. 倒塌, 崩溃, 瓦解
vt. 使倒塌, 折叠
"
hurricane,"n. 飓风, 暴风, 暴风雨"
typhoon,n. 台风
volcano,n. 火山
erupt,"vi. 爆发
vt. 喷出"
earthquake,n. 地震
drought,"n. 干旱, 缺乏"
famine,"n. 饥荒, 缺乏, 饥饿"
cyber,"a. 网络的, 计算机的"
network,"n. 网络, 广播网, 网状物
"
website,n. 网站（全球资讯网的主机站）
blog,n. 博客；部落格；网络日志
profile,"n. 侧面, 轮廓, 传略
vt. 描绘...轮廓, 写...的传略
"
database,"n. 数据库
"
digital,"a. 数字显示的, 数字的
n. 数字仪表, 数字式电子表(或时钟)
"
notebook,"n. 笔记本, 手册, 期票簿"
keyboard,"n. 键盘
"
hardware,"n. 硬件, 五金器具, 零件
"
software,"n. 软件
"
disc,"n. 圆盘, 唱片
vt. 灌唱片"
disk,"n. 圆盘, 磁盘
"
file,"n. 档案, 公文箱, 文件夹, 文件, 卷宗, 锉刀
vi. 列队行进, 用锉刀做
vt. 归档, 申请, 锉, 琢磨
"
application,"n. 应用, 申请, 志愿书, 应用程序
"
terminal,"n. 终端机, 终点, 末端, 极限, 终点站
a. 终点的, 定期的, 致死的, 结尾的, 末端的, 晚期的
"
modem,"n. 调制解调器
"
surf,"n. 海浪, 拍岸浪
vi. 作冲浪运动"
surf on the Internet, 网上冲浪
log in,[计] 注册
E-mail, 电子函政
chat room,"n. （电脑网络上的）聊天室, 交谈室"
forum,"n. 论坛, 公开讨论的广场, 法庭, 讨论会
"
online,[计] 联机
online shopping,线上购物
click,"n. 咔哒声, 啪嗒声
vi. 作咔哒声
vt. 使发咔哒声
"
document,"n. 文件, 公文, 文档
vt. 证明, 为...引证
"
scan,"n. 审视, 浏览, 扫描, 细查
vt. 细看, 浏览, 扫描, 详细调查, 标出格律
vi. 押韵, 扫描
"
hacker,"[计] 计算机窃贼, 计算机新技术挑战者, 黑客"
hack into, 侵入（别人的电脑系统）
virus,"n. 病毒, 滤过性病毒, 毒害
"
computer virus,"计算机病毒
"
wireless,"n. 无线电
a. 无线的, 无线电的"
fax,"n. 传真
vt. 发传真
"
mobile,"a. 移动的, 易变的, 机动的
n. 活动物体"
modernize,"vi. 现代化
vt. 使现代化"
modernise,"vt.vi. (使)现代化, (使)适应现代需要
vi. 用现代方法"
mass media,"大众传播媒体
"
video,"n. 影像, 电视
a. 图像的, 电视的"
videophone,n. 电视电话
display,"n. 显示, 陈列, 炫耀, 显示器
vt. 陈列, 显示, 表现, 夸示
"
studio,"n. 工作室, 画室, 演播室, 电影制片厂"
stereo,"n. 铅版, 立体照片
a. 立体的, 立体感觉的"
audio,"a. 音频的, 声音的
"
audience,"n. 听众, 观众, 读者
"
screen,"n. 幕, 银幕, 屏风, 掩蔽物, 屏蔽, 筛子
vt. 掩蔽, 放映, 拍摄, 掩护, 筛, 甄别
vi. 拍电影
"
rumor,"n. 谣言, 传闻
vt. 谣传"
rumour,"n. 谣言, 传闻
vt. 谣传"
banner,"n. 旗帜
a. 显著的, 特别好的"
poster,"n. 海报, 招贴, 驿马"
slogan,"n. 呐喊声, 标语, 口号"
release,"n. 释放, 发泄, 豁免, 发行, 释放证书
vt. 释放, 解除, 放松, 豁免, 免除, 发布, 放弃, 让与
n. 发布
"
correspondent,"n. 通讯记者, 通信者
"
journalist,"n. 新闻记者, 从事新闻杂志业的人"
journal,"n. 日记, 杂志, 日报
"
exclusive,"a. 排外的, 独占的, 唯一的
"
column,"n. 专栏, 圆柱, 纵队, 列, 柱形物
"
author,"n. 作家, 作家的著作, 创始人
"
feature,"n. 面孔的一部分(如眼、口等), 特征, 容貌, 特色, 特写
vt. 是...的特色, 特写, 放映
vi. 起重要作用
"
heading,"n. 标题, 起始字, 方向
"
headline,"n. 大标题, 新闻摘要
vt. 为...做标题, 写标题"
chapter,"n. 章, 篇, 重要章节
"
channel,"n. 海峡, 航道, 频道
vt. 引导, 在...上挖沟, 形成河道
"
download,"[计] 卸载, 下栽"
mobile,"a. 移动的, 易变的, 机动的
n. 活动物体"
publish,"vt. 出版, 发行, 公开, 发表, 宣传, 公布
vi. 出版, 发行"
publication,"n. 出版物, 出版, 公布
"
editor,"n. 编者, 编辑, 主笔, 编辑器, 编辑装置
"
comment,"n. 注解, 批评, 评论, 备注
vi. 评论, 注解
"
booklet,n. 小册子
volume,"n. 册, 卷, 体积, 容量, 大量, 许多, 份量, 音量
vi. 成团卷起
vt. 把...收集成卷
a. 大量的
"
bind,"vt. 绑, 约束, 装订, 包扎, 使结合
vi. 凝固, 有约束力
"
edition,"n. 版本, 版, 翻版"
version,"n. 一种描述, 版本, 译文
"
electronic version, 电子版本
technology,"n. 技术, 工业技术, 术语
"
laser,"n. 激光
"
semiconductor,"n. 半导体
"
molecule,"n. 分子, 些微
"
nuclear,"a. 核子的, 原子能的, 核的, 中心的
"
nucleus,"n. 核心, 核子, 原子核, 起点
"
atom,"n. 原子, 核能, 微粒, 微量
"
atomic,"a. 原子的, 原子能的
"
radioactive,"a. 放射性的, 有放射能的
"
assembly line,"装配线
"
solar,"a. 太阳的, 日光的, 源自太阳的
"
automatic,"n. 自动手枪, 自动机械
a. 自动的, 机械的, 必然的, 无意识的"
machinery,"n. 机器, 机械装置, 机构
"
turbine,"n. 涡轮机
"
tractor,"n. 牵引器, 拖拉机, 拉纸器
"
operational,"a. 操作的, 运作的
"
sample,"n. 样品, 范例, 样本
vt. 抽样, 尝试
"
statistic,"n. 统计量
a. 统计的, 统计学的"
statistics,"n. 统计学, 统计资料
"
graph,"n. 曲线图, 图表, 图形
"
robot,"n. 机械人, 自动机械, 机械般工作的人
"
shuttle,"n. 穿梭, 梭子, 往返移动之物
v. (使)穿梭移动, 往返运送"
spacecraft,n. 航天飞船
rocket,"n. 火箭, 烟火
vi. 急升, 猛涨, 飞驰
vt. 用火箭运载"
launch,"n. 下水, 汽艇, 发射
vt. 使下水, 发射, 发动
vi. 起飞, 下水, 投入, 开始"
satellite,"n. 人造卫星
"
telescope,"n. 望远镜
vi. 叠缩, 嵌进, 缩短
vt. 使叠缩, 使缩短"
microscope,"n. 显微镜
"
lens,"n. 透镜, 镜头, 镜片, 晶状体
vt. 给...摄影"
cable,"n. 电缆, 海底电报, 缆, 索
vi. 打海底电报
vt. 发海底电报, 缚住
"
circuit,"n. 电路, 环(行)道, 巡回
"
loop,"n. 环, 圈, 弯曲部分, 循环
vt. 使成环, 以圈结, 以环连结
vi. 打环, 翻筋斗
"
battery,"n. 电池, 殴打
"
visual,"a. 视觉的
"
electron,"n. 电子
"
electrical,"a. 电的, 有关电的
"
electronic,"a. 电子的
"
electronics,"n. 电子学
"
volt,"n. 伏特
"
voltage,"n. 电压, 伏特数
"
magnet,"n. 磁铁, 有吸引力之人, 有吸引力之物
"
magnetic,"a. 有磁性的, 有吸引力的, 催眠术的
"
politics,"n. 政治, 政治学, 政见, 政治活动
"
supervise,"v. 监督, 管理, 指导"
sponsor,"n. 保证人, 赞助者, 发起者, 倡议者, 教父
vt. 发起, 赞助, 倡议"
bureau,"n. 局, 办公处
"
bureaucracy,"n. 官僚, 官吏
"
radical,"n. 激进分子, 词根, 基础, 根式, 根
a. 激进的, 根本的, 基本的, 根的"
assembly,"n. 与会者, 集会, 装配, 组件
"
candidate,"n. 候选人, 投考者
"
congress,"n. 国会, 会议, 讨论会
"
parliament,"n. 国会, 议会
"
session,"n. 期间, 开庭期, 会议, 学期
"
federal,"a. 联邦的, 联合的, 同盟的
"
kingdom,"n. 王国, 领域
"
royal,"n. 王室, 皇族
a. 王室的, 皇家的, 盛大的, 庄严的"
emperor,"n. 皇帝, 君主"
prince,"n. 王子, 亲王, 国君, 贵族, 诸侯, 有权势的大人物"
princess,"n. 公主, 王妃, 女巨头"
crown,"n. 王冠, 王权, 顶点
vt. 使成王, 加冕, 居...之顶"
corruption,"n. 腐败, 堕落, 贪污
"
revolutionary,"n. 革命者, 革命党人
a. 革命的, 革命性的"
vote,"n. 投票, 选举, 选票, 表决, 选举权, 得票数
vi. 投票, 选举
vt. 投票选举, 投票决定, 公认, 使投票"
poll,"n. 投票, 民意测验, 选举投票, 投票数, 一组人中的一个, 头颈和后脑部, 鹦鹉
vt. 对...进行民意测验, 获得...票, 剪树枝, 轮询
vi. 投票
a. 剪过毛的, 修过枝的
"
military,"n. 军队
a. 军事的, 军人的, 适于战争的"
troop,"n. 军队, 一群, 一队
vi. 群集, 结队, 成群而行"
navy,"n. 海军, 海军人员, 海军军力, 烟蒂"
naval,"a. 海军的, 军舰的, 有舰队的
"
weapon,"n. 武器, 兵器
vt. 武装"
missile,"n. 发射物, 导弹, 飞弹, 火箭
a. 可发射的"
pistol,"n. 手枪, 信号枪
vt. 以手枪杀死(或伤害)"
rifle,"n. 来复枪, 步枪
vt. 用步枪射击, 抢夺
vi. (抱有不良意图)迅速翻查"
bullet,"n. 子弹
"
suppress,"vt. 镇压, 使止住, 禁止, 抑制, 查禁
"
retreat,"n. 休息寓所, 撤退, 隐居, 退避
vi. 撤退, 隐退, 向后倾
vt. 退(棋)"
refugee,"n. 难民, 流亡者
"
sacrifice,"n. 牺牲, 供奉, 祭品
vt. 牺牲, 祭祀, 贱卖
vi. 献祭"
surrender,"vt. 交出, 放弃, 使投降, 让与
vi. 投降, 自首
n. 交出, 放弃, 投降"
surrender to,"投降, 自首"
representative,"n. 代表, 众议员, 典型
a. 描写的, 表现的, 代理的, 代表的, 代议制的, 典型的"
representative of,[网络] 代表……的；有…代表性的；典型的
legislation,"n. 立法, 法律
"
neutral,"n. 中立者, 中立国, 非彩色, 空档
a. 中立的, 中性的, 无色的"
constitution,"n. 构成, 宪法, 体格
"
democracy,"n. 民主政治, 民主主义
"
democratic,"a. 民主的
"
republican,"n. 共和主义者, 共和党员
a. 共和政体的, 共和国的, 共和主义的"
Republican,"n. 共和主义者, 共和党员
a. 共和政体的, 共和国的, 共和主义的"
senate,"n. 参议院, 立法机构, 评议会"
senator,"n. 参议员, (某些大学的)理事
"
monarch,"n. 帝王, 统治者, 元首
"
county,"n. 县, 郡"
municipal,"a. 市政的, 自治区的, 内政的
"
council,"n. 会议, 委员会
"
elect,"n. 当选人, 被选的人
a. 被选的, 选出的
vt. 选举, 选择
vi. 作选择"
election,"n. 选举, 当选, 选择权
"
veto,"n. 否决权
vt. 否决, 禁止"
welfare,"n. 福利, 安宁, 幸福, 福利事业
a. 福利的"
minority,"n. 少数, 未成年, 少数民族
a. 少数的, 属于少数派的"
colony,"n. 殖民地, 移民队
"
colonial,"a. 殖民的, 殖民地的
"
diplomat,"n. 外交官, 有外交手腕的人
"
ambassador,"n. 大使
"
embassy,"n. 大使馆, 大使馆全体人员
"
mission,"n. 任务, 代表团, 使命, 传教团
vt. 派遣, 向...传教"
committee,"n. 委员会
"
declaration,"n. 宣告, 说明, 宣布
"
dictate,"vi. 听写, 口述, 口授
vt. 口述, 使听写, 命令
n. 命令, 指挥, 指令"
politician,"n. 政客, 政治家, 从事党派政治的人
"
statesman,n. 政治家
mayor,"n. 市长
"
governor,"n. (美)州长, (英)总督, 统治者, 管理者, 理事
"
govern,"v. 统治, 支配, 管理"
delegate,"n. 代表
vt. 委派...为代表"
ministry,"n. 部, 内阁, 服务
"
province,"n. 省, 地方, 职权, 领域
"
region,"n. 区域, 地带, 地区, 领域, 范围, 区
"
policy,"n. 政策, 方针, 策略, 保险单
"
strategy,"n. 战略, 策略
"
regulate,"vt. 管理, 控制, 调节, 调整, 校准
"
regulation,"n. 规则, 管理, 调整
"
condemn,"vt. 判刑, 责备, 谴责
"
petition,"n. 请愿, 诉状, 陈情书, 申请, 祈求, 祷文
v. 正式请求, 恳求, 请愿"
signature,"n. 签字, 识别标志, 调号
"
abolish,"vt. 废止, 革除, 消灭
"
attorney,"n. 代理人, 律师
"
counsel,"n. 商议, 忠告, 法律顾问
v. 商议, 劝告"
client,"n. 客户, 顾客, 委托人
"
defendant,"n. 被告
"
witness,"n. 证人, 目击者, 证据, 证词
vt. 目击, 作证, 证明, 表明
vi. 作证人, 作为证据"
finding,"n. 发现, 发现物, 决定, 裁决
"
legal,"a. 法律的, 法定的, 合法的
"
sue,"vt. 控告, 起诉, 请求
vi. 提出诉讼, 提出请求"
commit,"vt. 委托(托付), 犯罪, 指派...作战, 使承担义务
"
fraud,"n. 欺骗, 欺诈, 诡计, 骗子
"
cop,"n. 警官
vt. 抓住"
pirate,"n. 海盗, 盗印者, 侵犯专利权者
vt. 盗印, 掠夺, 翻印
vi. 做海盗, 从事劫掠"
rob,"v. 抢夺, 抢掠, 剥夺"
rob of,"v. 抢走
"
testimony,"n. 证言, 证据, 声明
"
execution,"n. 实行, 完成, 执行, 死刑
"
accuse,"vt. 指责, 控告, 归咎于
vi. 指责, 控告"
court,"n. 法院, 庭院, 奉承
vt. 献殷勤, 追求, 招致
vi. 求爱"
draft,"n. 气流, 草稿, 汇票, 草案
vt. 起草, 征兵
"
draught,"n. 气流, 草稿, 汇票, 通风, 拉, 牵引
vt. 起草, 征兵, 选派"
copyright,"n. 版权, 著作权
"
treaty,"n. 条约, 谈判
"
justify,"vt. 替...辩护, 证明
vi. 证明合法
"
confess,"v. 承认, 坦白, 忏悔, 供认"
suicide,"n. 自杀, 自杀者
v. 自杀
a. 自杀的"
crime,"n. 犯罪, 罪行, 罪恶
"
sin,"n. 罪, 犯罪, 过失, 失礼
v. 犯"
arrest,"n. 逮捕, 监禁
vt. 拘捕, 抑制, 吸引, 阻止"
trial,"n. 审判, 试验, 艰苦, 麻烦事, 考验
a. 审讯的, 试验性的"
penalty,"n. 处罚, 刑罚, 罚款, 罚球, 报应, 不利结果, 妨碍
"
convict,"n. 囚犯, 罪犯
vt. 宣告有罪, 使知罪"
victim,"n. 受害人, 牺牲者, 牺牲品
"
verdict,"n. 裁决, 判决, 判断性意见, 定论, 结论
"
moral,"n. 道德, 品行, 寓意
a. 道德的, 品性端正的, 精神上的"
morality,"n. 道德, 教训, 品行
"
corporation,"n. 公司, 合作, 法人团体
"
headquarters,"n. 总部, 司令部, 总部人员
"
merchant,"n. 商人, 店主
a. 商业的, 商人的"
partnership,"n. 合伙, 合股, 合作关系
"
merger,"n. 合并, 归并
"
venture,"n. 冒险, 风险
vt. 敢于, 冒...的危险
vi. 冒险"
commercial transaction,"[经] 买卖, 贸易, 商业行为(交易)"
property,"n. 财产, 所有权, 性质, 属性
"
quota,"n. 配额, 限额
"
stocks,n. 股票；存货；库存量（stock的复数）
cargo,"n. 货物
"
freight,"n. 船货, 运费, 货运
vt. 装货, 使充满, 以货运运送, 租(或出租)(船等)"
trademark,"n. 商标
"
wholesaler,"n. 批发商
"
retailer,"n. 零售商人, 传播的人
"
grocer,n. 食品商
tax,"n. 税, 税款, 重负, 会费
vt. 课以税, 使负重荷, 斥责"
growth,"n. 生长, 栽培, 增长
"
boost,"n. 推进, 吹捧
vt. 推进, 提高, 宣扬, 促进"
terms of trade,"进出口交换比价
"
customs,"n. 海关, 关卡, 关税
"
customs duty,[法] 关税
tariff,"n. 关税, 关税表, 价格表, 收费表
vt. 课以关税
"
unfair competition,[经] 不公平竞争
dump,"n. 垃圾场
vt. 倾倒, 倾销
vi. 倒垃圾, 倾销商品
"
dumping,"n. 倾销
"
domestic,"a. 家庭的, 国内的, 驯养的
"
export,"n. 输出品, 输出
vt. 输出, 出口
vi. 输出物资
"
import,"n. 进口货, 进口, 输入, 含义, 重要性
vt. 输入, 引入, 进口, 含...的意思, 重要
vi. 有关系
"
mill,"n. 压榨机, 磨坊, 制造厂
vt. 碾磨, 磨细, 搅拌, 使乱转
vi. 乱转, 被碾磨"
mold,"n. 模子, 模型, 霉
v. 形成, 塑造, 发霉"
mould,"n. 模子, 模制品, 松软沃土, 霉
vt. 形成, 浇铸, 用泥土覆盖
vi. 发霉"
