a,"第一个字母 A; 一个; 第一的
art. "
warm,"a. 暖和的, 暖的, 温暖的, 热烈的, 兴奋的, 激烈的, 多情的, 色情的
vt. 使温暖, 弄热, 使兴奋, 使充满仇恨
vi. 变暖和, 变温暖, 取暖, 激动, 同情, 爱好
n. 暖, 保暖物"
warmth,"n. 温暖, 温情, 暖和, 激动, 生气"
warn,"vt. 警告, 提醒, 通知
vi. 发出警告"
wash,"n. 洗, 洗涤, 冲洗, 洗的衣服, 冲积物, 洼地
vt. 洗, 洗涤, 洗清, 用水冲洗, 流过, 弄湿, 粉刷, 镀金属薄层于
vi. 洗涤, 洗澡, 被冲蚀, 漂浮"
washroom,n. 盥洗室
waste,"n. 浪费, 废物, 损耗, 消耗, 荒地, 垃圾, 地面风化物
a. 废弃的, 荒芜的, 多余的
vt. 浪费, 消耗, 使荒芜
vi. 浪费, 消耗, 变消瘦"
watch,"n. 观察, 手表, 看守, 守护, 监视, 值班人
vt. 看, 注视, 照顾, 看守, 守护, 监视
vi. 观看, 注视, 守侯"
water,"n. 水, 雨水, 海水, 水位, 水面, 流水
vt. 给...浇水, 供以水, 注入水, 使湿
vi. 流泪, 流口水, 加水
a. 水的, 水上的, 水生的, 含水的"
watermelon,n. 西瓜
wave,"n. 波, 波浪, 波动, 起伏, 高潮, 潮涌, 挥手致意, (气压)突变
vi. 波动, 飘动, 挥手示意, 起伏
vt. 使波动, 使飘扬, 挥舞, 使成波浪形"
wax,"n. 蜡, 蜡状物, 一阵发怒, 增加, (月亮)渐盈
vi. 变大, 增大, 月亮渐满
vt. 上蜡于"
way,"n. 路, 路线, 路途, 方法, 道路, 情形, 规模, 习惯, 行业, 方面
adv. 远远地, 非常"
we,pron. 我们
weak,"a. 不牢固的, 弱的, 虚弱的, 软弱的, 无力的, 无权力的, (论据等)不充分的
"
weakness,"n. 虚弱, 薄弱, 弱点
"
wealth,"n. 财富, 资源, 财产, 丰富, 富裕, 大量
"
wealthy,"a. 富有的, 丰裕的, 充分的"
wear,"n. 穿着, 戴, 使用, 耗损, 服装, 耐久性
vt. 穿着, 戴, 留(须、发等), 呈现, 磨损, 磨成, 耗损, 使疲乏, 消磨
vi. 磨损, 变旧, 耐久, 渐变, 渐渐消失"
weather,"n. 天气, 气象, 处境
a. 迎风的
vt. 使受风吹雨打, 侵蚀, 使风化, 经受住
vi. 风化, 受侵蚀, 经受风雨"
web,"n. 网, 蛛丝, 蹼, 织物, 圈套, 卷筒纸
vi. 结网, 形成网
vt. 织蜘蛛网于, 使落入圈套"
website,n. 网站（全球资讯网的主机站）
wedding,"n. 婚礼, 结婚, 结婚周年纪念日, 结合
"
Wednesday,n. 星期三
weed,"n. 杂草, 野草
vi. 除草
vt. 除...的草, 剔除"
week,"n. 星期, 周"
weekday,"n. 周日, 平日
"
weekend,"n. 周末, 周末休假"
weekly,"n. 周刊, 周报
a. 每周的, 一周一次的, 周刊的
adv. 每周, 一周一次"
weep,"n. 哭, 哭泣
vi. 哭泣, 流泪, 哀悼, 滴落
vt. 哭着使..., 悲叹, 滴下"
weigh,"vt. 称...重量, 衡量, 把...压弯, 考虑, 权衡, 起锚
vi. 称分量, 有意义, 重压, 起锚
n. 过秤, 称分量"
weight,"n. 重, 重量, 体重, 砝码, 重大, 影响, 力量
vt. 加重量于, 压迫, 使加权, 称重量
"
welcome,"n. 欢迎, 欢迎词
a. 受欢迎的, 可随意的, 可喜的
vt. 欢迎, 接待
interj. 欢迎"
welfare,"n. 福利, 安宁, 幸福, 福利事业
a. 福利的"
well,"n. 井, 泉水, 源泉, 好
v. 涌出
a. 健康的, 良好的, 适宜的, 恰当的
adv. 很好地, 适当地, 好意地, 很, 完全
interj. 好啦"
west,"n. 西方, 西部
a. 西方的, 向西的
adv. 向西, 自西方, 在西方"
westwards,adv. 向西
wet,"n. 湿气, 潮湿, 水分, 雨天
a. 湿的, 潮的, 搞错的, 下雨的, 反对禁酒的
vi. 变湿
vt. 使...湿"
whale,"n. 鲸
vi. 捕鲸
vt. 使惨败, 猛揍"
what,"pron. 什么
interj. 怎么, 多么
a. 什么的
adv. 到什么程度"
whatever,pron. 无论什么
wheat,n. 小麦
wheel,"n. 轮子, 车轮, 轮, 方向盘, 旋转, 机构, 重要人物
vt. 使旋转, 转动, 使转向
vi. 旋转, 转弯, 盘旋"
when,"conj. 当...的时候
adv. 何时, 什么时候
pron. 什么时侯
n. 时间"
whenever,"conj. 每当
adv. 不论何时, 每逢"
where,"adv. 在哪里
pron. 哪里
n. 地点"
wherever,adv. 无论哪里
whether,"conj. 是否, 不论
pron. 两个中的哪一个"
which,"pron. 哪一个, 那一个"
whichever,"pron. 无论那一个, 任何一个"
while,"n. 一会儿, (一段)时间
conj. 当...的时候, 虽然
vt. 消磨"
whisper,"n. 耳语, 密谈, 谣传, 沙沙声
vi. 耳语, 密谈, 沙沙地响
vt. 低声说"
white,"n. 白色, 洁白, 眼白, 白种人, 蛋白
a. 白色的, 纯洁的, 白种的, 苍白的, 空白的, 幸运的"
who,pron. 谁
whoever,"pron. 任何人, 无论谁"
whole,"n. 全部, 全体, 整体, 完全之体系
a. 所有的, 完整的, 完全的, 纯粹的"
whom,pron. 谁
whose,pron. 谁的
why,"adv. 为什么
n. 原因, 理由"
wide,"a. 宽的, 广阔的, 普遍的, 宽阔的, 广泛的, 一般的
adv. 广阔地, 遍及各处地, 广泛地
n. 大千世界"
widespread,"a. 充分伸展的, 广布的, 普及的, 流传广的"
widow,"n. 寡妇, 孀妇
vt. 使成寡妇"
wife,"n. 妻子, 太太, 夫人
"
wild,"n. 荒野, 荒地
a. 野性的, 野蛮的, 野生的, 失控的, 任性的, 杂乱的, 轻率的, 狂热的, 疯狂的
adv. 狂暴地, 失控地"
wildlife,n. 野生动植物
will,"n. 意志, 决心, 意愿, 意向, 干劲, 遗嘱
vt. 用意志的力量驱使, 决意, 愿意, 立遗嘱
vi. 下决心, 愿意
aux. 将, 愿意, 必须"
willing,"a. 乐意的, 自愿的, 甘愿的"
willingly,"adv. 自动地, 欣然地"
win,"vt. 赢得, 打胜, 成功
vi. 获胜, 达到, 影响
n. 胜利, 赢, 收益"
wind,"n. 风, 气息, 气味, 呼吸, 风声, 趋势, 空谈, 卷绕, 弯曲
vt. 使通风, 嗅出, 使喘气, 吹号角, 上发条, 缠绕, 包, 绞起, 吊起, 使弯曲, 使迂回
vi. 嗅出猎物, 吹响号角, 卷曲, 蜿蜒, 迂回, 缠绕"
window,"n. 窗户, 窗子, 窗口
vt. 给...开窗
"
windy,"a. 多风的, 风强的, 腹胀的, 吹牛的"
wine,"n. 葡萄酒, 果酒, 暗红色
v. (请)喝酒"
wing,"n. 翅膀, 翼, 机翼, 派别
vt. 给...装上翼, 飞过, 使飞, 空运, 增加...速度
vi. 飞行"
winner,"n. 胜利者, 优胜者
"
winter,"n. 冬季, 萧条期, 衰退期
a. 冬天的
vt. 使度过冬天
vi. 过冬"
wipe,"n. 擦拭, 用力打, 凸轮
vt. 擦, 揩, 消灭, 涂上, 拭去
vi. 擦, 打"
wire,"n. 电线, 电报, 电信, 铁丝网, 金属丝
vt. 用金属丝捆扎, 拍电报
vi. 打电报"
wisdom,"n. 智慧, 明智行为, 学识, 名言, 贤人"
wise,"a. 明智的, 慎虑的, 聪明的, 博学的, 狡猾的, 机灵的
vi. 知道
vt. 教导, 告诉, 劝导
n. 方法, 方式
"
wish,"n. 希望, 愿望, 祝愿, 命令, 请求
vt. 愿, 想要, 希望, 祝愿
vi. 希望"
with,"prep. 和...在一起, 以, 由于"
withdraw,"vt. 撤回, 取回, 撤消, 使撤退, 拉开, 移开
vi. 撤退, 离开"
within,"n. 内部, 里头
adv. 在内部, 在内心里
prep. 在...之内"
without,"prep. 没有, 不, 在...之外
adv. 在外面, 户外
n. 外面, 外部"
witness,"n. 证人, 目击者, 证据, 证词
vt. 目击, 作证, 证明, 表明
vi. 作证人, 作为证据"
wolf,"n. 狼, 残忍贪婪之人, 极度穷困
vt. 狼吞虎咽, 大吃"
woman,"n. 女人, 妇女, 女仆
a. 女用的, 女性的, 妇女的
vt. 贬称...为女人, 使成女人腔"
wonder,"n. 奇迹, 惊奇, 惊愕
vt. 惊奇, 想知道
vi. 惊讶, 怀疑"
wonderful,"a. 令人惊奇的, 奇妙的, 极好的"
wood,"n. 木材, 木制品
vt. 植林于, 给...添加木柴
vi. 收集木材"
wooden,"a. 木制的, 呆笨的, 木然的"
wool,"n. 羊毛, 毛织物, 毛线, 绒线
"
word,"n. 话, 消息, 词, 诺言, 命令
vt. 用言辞表达
"
work,"n. 工作, 劳动, 职业, 行为, 功, 作品, 成果, 产品, 工程
vi. 工作, 劳动, 做, 运转, 起作用, 被加工
vt. 使工作, 使转动, 开动, 使用, 经营, 使逐渐变得, 造成"
worker,"n. 工人, 劳动者
"
world,"n. 世界, 地球, 宇宙, 万物, 世人, 人间, 领域, 世事, 世故, 社会生活, 大量
"
worldwide,a. 全世界的
worm,"n. 虫, 蠕虫, 小人物, 螺纹, 蜗杆
vi. 蠕行, 慢慢前进
vt. 使蠕行, 慢慢地走, 除虫
"
worn,"a. 用旧的, 穿旧的
wear的过去分词"
worried,"a. 担心的, 闷闷不乐的"
worry,"n. 担心, 烦恼, 忧虑, 苦恼, 撕咬
vt. 使烦恼, 使焦虑, 使苦恼, 困扰, 折磨, 撕咬
vi. 烦恼, 担心, 撕咬"
worth,"n. 价值, 财产
a. 值...的, 值得的"
worthless,"a. 无价值的, 无益的, 无足轻重的
"
worthwhile,"a. 值得花时间的, 值得做的, 有真实价值的"
worthy,"n. 杰出人物
a. 有价值的, 可敬的, 值得的"
would,"aux. 将, 愿意"
wound,"n. 创伤, 伤口, 伤疤, 伤害, 痛苦
vt. 伤害, 损害, 使受伤
vi. 打伤, 伤害
wind的过去式和过去分词"
wrinkle,"n. 皱纹, 妙计, 方法, 技巧
vi. 起皱
vt. 使起皱纹"
wrist,"n. 手腕, 腕关节
"
write,"vt. 书写, 著述, 写, 写满, 写信给
vi. 写, 写字, 写信, 写作, 作曲
"
wrong,"a. 错误的, 不正当的, 失常的
adv. 错误地"
X-ray,"X射线, X光, X光照片"
yard,"n. 码, 庭院, 工场
"
yawn,"n. 哈欠
vi. 打哈欠, 裂开
vt. 打着哈欠说"
year,"n. 年, 年度, 年龄
"
yell,"vi. 叫喊, 大叫, (齐声)呐喊欢呼
vt. 喊叫着说
n. 叫声, 喊声, 呐喊"
yellow,"n. 黄色
a. 黄色的"
yes,"adv. 是
n. 是, 同意
v. 同意"
yesterday,"n. 昨天
adv. 昨天"
yet,"adv. 还, 尚, 仍然, 已经, 然而
conj. 然而"
yogurt,"n. 酸乳酪
"
yoghurt,"n. 酸乳, 酸奶"
you,"pron. 你, 你们"
young,"a. 年轻的, 无经验的, 朝气蓬勃的
n. 青年们, 幼小动物, 崽"
your,"pron. 你的, 你们的"
yours,"pron. 你的(东西), 你们的(东西)"
yourself,pron. 你自己
youth,"n. 年轻, 青年时代, 青年们, 青春
"
yummy,"a. 美味的, 可口的, 赏心悦目的, 愉快的"
zebra,n. 斑马
zero,"n. 零, 零点, 零度, 无, 乌有, 最低点
a. 零的, 没有的
vt. 调零, 对(炮火等)作协调校正
"
zip,"n. 尖啸声, 拉链, 活力
vt. 给...以速度, 使增加活力, 拉(拉链)
vi. 有力而迅速地行动, 嘘嘘地响, 拉拉链"
zipper,n. 拉链
zone,"n. 地带, 带, 地区
vt. 环绕, 使分成地带
vi. 分成区
"
zoo,n. 动物园
zoom,"n. 急速上升, 变焦摄影, 嗡嗡声
vi. 猛增, 急速上升, 摄象机移动
vt. 使摄象机移动
"
a great deal of,很多的
a good deal of,很多的
a great many,许许多多
a good many,很多
a large amount of,大量的
a number of,许多的
a piece of cake,轻松的事
a variety of,"各种各样的..., 种种..."
a waste of, 浪费…
abandon oneself to,沉溺于
abandon oneself to doing,无
above all,"尤其是, 首先"
above one's head,使人难于理解，摸不着头脑[见head]
over one's head,[网络] 难以理解；难懂；太难了
according to,"根据, 按照；取决于；据…所说"
account for,对…负有责任；对…做出解释；说明……的原因；导致；（比例）占
accuse sb. of sth.,"un. 控告
"
accuse sb. of doing sth.,无
act as," 担当…, 起…的作用; 充; 充当; 为"
act for,代理
act on,"按...行动, 作用于
"
adapt to sth.,适应…;适合…
adapt oneself to sth.,使(自己)适应于(某种环境)；使(自己)习惯于(某事)；使(自己)对…通融
add to sth.,"na. 增加
"
add up,合计
add up to sth.,合计达
add ... to,"na. 增加
"
adjust to doing sth.,无
after all,毕竟
against one's will,违心地
against time,"争分夺秒地, 尽快地"
agree with sb.,"同意…,与…意见一致;适应…"
ahead of schedule,提前
ahead of time,"na. 比原定提前地
"
ahead of,在…之前
aim at sth.,"v. 目的在于
"
all along,"始终, 一直"
all at once,"突然, 同时
"
all in all,"总而言之, 合计, 头等重要的东西"
all kinds of,各种各样的
all sorts of,各种各样的，种种
all night long,整夜
all the night through,"整夜,通宵,彻夜"
all of a sudden,突然
all over,"全部结束, 到处, 浑身"
all over the world,全世界
all the best,万事吉利;一路平安;一帆风顺(祝酒或送行时用语)
all the time,始终
all the way,"从远道, 自始至终, 一路上"
all the same,仍然
just the same,"完全一样, 还是"
along with,"与…一道,与…一起,连同…"
amount to sth.,"[经] 等于, 相当于"
and so on,等等
answer for sb., 符合（…需要）; 对…负责; 充当…; 许诺
answer for sth., 符合（…需要）; 对…负责; 充当…; 许诺
anything but,"单单除...之外, 决不"
apart from,除了...之外
appeal to sth.,[法] 诉诸...
apply for,"申请,请求,要求…"
apply to sb. for,无
apply to sth.,[计] 应用于
apply to doing sth.,无
argue against,"反对,为反对…而辩论"
argue for,"支持,为支持…而辩论"
argue sb. into doing,无
argue sb. out of doing,无
argue with sb. about sth.,无
arm in arm,臂挽臂
around the corner,"在拐角处, 在附近, 即将来临"
round the corner,"在拐角处, 在附近, 即将来临"
as a general rule,"一般地, 大体上, 总的来看"
as a matter of fact,事实上
as a result of,作为结果
as a consequence of,"由于..., 因为..."
as a rule,通常
as a whole,总体上
as far as ...,"远到, 直到, 至于"
so far as ...,"远至…;就…来说,在…范围内,至于"
as far as ... be concerned,"就…来说, 就…而论"
as follows,如下
as good as,"和...几乎一样, 实际上等于..."
as if,"na. 彷佛；活像
"
as though,"好像, 仿佛"
as long as,只要...
as regards,"关于, 至于"
as soon as ...,一...就
as usual,照常
as consequence,无
in consequence,结果
as well,也
as well as,"也, 又"
ask for sb.,"na. 要(价)；来找
"
ask for help,"un. 求援
"
ask for trouble,自找麻烦
at least,"至少
"
at the least,"至少, 起码; 无论如何, 反正"
at a bargain,"adv. 廉价
"
at a disadvantage,处于不利地位
at a distance,有相当距离
at a loss,"困惑, 亏本地"
at a speed of,以…的速度
at a time,"每次, 在某时"
at all costs,不惜任何代价
at all events,无论如何
at all times,一直
at all,[网络] 高的
at any price,无论如何
at any rate,"无论如何, 至少"
at any risk,"无论冒什么危险, 无论如何"
at any time,任何时候
at best,"na. 充其量也不过
"
at Christmas,在圣诞节
at church, 在教堂；做礼拜
at dawn,拂晓时
at first sight,乍一看
at first glance," 一看就, 初看, 乍看起来"
at first,起先
at full length,"极详细地, 全身平伸地"
at hand,"在手边, 在附近, 即将到来"
at intervals,"不时, 相隔一定距离"
at length,"最后, 详细地"
at most,至多
at no time,决不
at once,立刻
at one time,"同时, 曾经"
at one's service,"乐意帮助,听.使唤"
at pains,"尽力, 用心"
at the pains,"尽力, 用心, 下苦功"
at peace,处于和平状态
at present,"现在, 目前"
at random,"胡乱地, 随便地
"
at risk,"un. 担风险
"
at the age of,在…年龄的时候
at the beginning,从头开始
at the cost of,以...为代价
at the end of,"在…末尾,在…结束时"
at the entrance to ...,无
at the expense of,"归...付费, 在损害...的情况下
"
at the mercy of sb.,受...支配
at the mercy of sth.,受...支配
at the moment,此刻
at the rate of,以…速度
at the risk of,"冒...的危险, 有...的危险/可能"
at the sacrifice of,"牺牲…,以牺牲…作为代价"
at the same time,"同时, 但是"
at the sight of,在看到…时
at the thought of,一想起
at times,"有时, 不时"
at will,"随意, 任意"
at work,"在工作, 在运转"
at one's convenience,"最方便地, 最合适地"
at sight,"一见
"
on sight,"一见, 一见就"
attend to sb., 处理; 注意; 听取; 致力于
attend to sth., 处理; 注意; 听取; 致力于
back and forth,来回地
back to back,"背靠背, 一前一后"
badly off,"穷的, 缺少的"
ban sb. from doing sth.,无
base ... on ...,"v. 根据
"
base ... upon ...,使建立在…基础上
be about to do sth., 即将做某事
be absorbed in,"全神贯注于, 专心于"
be abundant in ...,"富于,有很多"
be accustomed to,习惯于
be accustomed to doing,无
be adapted to sth.,"v. 适合于；适应
"
be adapted to doing sth.,无
be addicted to sth.,沉迷于…
be allergic to sth.,"对…有过敏反应,厌恶…"
be appropriate to do sth.,无
be at war,"(同...)处于交战状态, (同...)进行竞争"
be aware of,知道
be bad for,对…有害
be based on,"以…为基础,以…为根据"
be born of,"出身于…,出生在…家庭"
be born into,[网络] 出身于；出生於；出生在…的家庭
be bound to do,[网络] 注定；一定会做某事；必然
be buried in ...,"埋头于,专心于,沉湎于"
be capable of,能够
be caught in,淋雨
be charged with,"装满, 承担, 被控告
"
be concerned about,关心...
be connected with,与...相连/联系
be content with,以...为满足
be crazy about sth.,"狂热爱好..., 着迷..."
be crowded with,"充满,满是"
be curious about sth.,对...感到好奇
be devoted to,致力于…
be divided into, [法]划分为
be engaged to sb.,和…订婚
be enthusiastic about,对…热心
be faced with,"面对,面临着…"
be famous for,"因…而出名,以…着称"
be filled with,充满…
be fond of,"喜爱, 爱好"
be good at,擅长
be grateful to sb. for sth.,[网络] 因对充满感激
be guilty for,无
be honest with sb.,对…诚实
be honoured to do,无
feel honoured to do,无
be hungry for,渴望...
be impressed with,"na. 深感；为…所感动
"
be impressed by, 被…所感动; 对…印象深刻
be in a panic,无
be in condition,身体很好[不适]
be in fear,无
be in fear of ...,为...提心吊胆
be in prison,"在狱中, 被监禁着"
be in want of,[网络] 缺乏
be in the habit of,有...的习惯
have the habit of,无
be in luck,运气好
be out of luck,运气不好
be independent of,"独立于...之外, 不受...支配, 与...无关, 不依赖..."
be known as ...,被认为是
be known for ...,因...而众所周知
be known to sb.,为...所知
be late doing,无
be late in doing,无
be located in,"坐落于..., 位于..."
be lost in,沉醉于…
be made up of,由...所组成
be married to sb.,"和…结婚,嫁给"
be married to sth.,"和…结婚,嫁给"
be modelled on sth.,仿造
be named after,以...名字命名
be nervous about,无
be nothing to,"对...无足轻重, 不能与...相比"
be of service, 可以给某人帮助
be on duty, 上班
be off duty, 下班；歇班
be on good terms, 要好；说得来
be on good terms with,与…有交情
be on vacation,在度假期
be opposed to doing sth.,无
be out of repair,无
be particular about,"对…很挑剔,过于讲究"
be patient of sth.,"能忍受...的, 容许...意义的, 具有...意义的"
be patient with sb.,对...有耐心
be popular with,为...所喜欢
be popular among,无
be proud of,"自豪, 高兴"
be ready for sth.,为…作好准备
be related to,"与...有关, 和...有联系, 和...有亲戚关系"
be relevant to,与...有关
be satisfied with,对...感到满意
be sceptical about sth.,无
be sceptical of sth.,无
be seated,"坐下, 坐落于"
be sensitive to,"敏感, 灵敏"
be short for, 是…的简称；是…的缩写
be short of,"缺乏..., ...不足"
be starving, 嗷嗷待哺
be strict with,"对...严格, 对...严历"
be subject to,"受支配, 从属于, 可以...的, 常遭受..."
be superior to,"优于…,胜过…,比…更优越;不受…影响,不为…所动"
be inferior to,"劣于..., 比...差"
be sure,一定，务必
be sure of,"确信..., 肯定..., 对...有把握"
be sure about,对…有把握
be supposed to,"应该, 被期望"
be tired of,厌烦
get tired of,"讨厌,厌倦"
be tired from, 因…而厌倦; 因…而疲劳
be tired with,因…精疲力竭
be to blame,该受责备
be familiar with,熟悉
be unconscious of,[网络] 不知道；未意识到；没有意识到某事物
be under close watch,被严密监视着
be under consideration,在考虑中
be unique to,[网络] 为…特有；对……来说是独一无二的；为…所独有
be up to sb.,"胜任,达到,由…负责"
be used to,习惯于
be supposed to,"应该, 被期望"
be weak in,"在…很弱,不善于…"
be worthy of,"值得,应得到"
bear in mind,"na. 记住；铭记不忘；注意
"
keep in mind,"na. 记在心里；记住；注意
"
before long,不久以后
beg one's pardon, 请原谅，请某人再说一遍
beg sth. of sb.,"〈正〉恳求, 请求"
begin with,"以…开始,首先"
start with,从...开始
believe in,"信仰, 信任"
believe it or not,信不信由你
belong to,属于
bend forward,倾向前面，向前倾
bend back,(使)向后弯、翻或屈
bend over,俯身于…
bend down,"弯腰,俯身"
benefit from sth.,从…获利
benefit by sth.,"得益于…,从…中获得好处"
beyond all question,"无可置疑, 毫无疑问"
beyond belief,难以置信
beyond expression,无法表达
beyond one's power, 超出某人的能力; 权所不逮
beyond the reach of sb.,...所不及的
bit by bit,一点一点
block up,"na. 堵塞；停用；同“block”
"
blow away,"na. 吹走；〈非正式〉用枪杀死某人；〈非正式〉震惊；主要用于美式英语
"
blow down,[电] 冲放
blow up,"v. 炸掉；爆炸；充气；放大
"
break a promise,"不守诺言
"
break away from ...,"摆脱,脱离"
break down,"v. 分解；抛锚；分析；划分
"
break in,"na. 闯入；插嘴；驯(马)；训练(人)
"
break off,"v. 断绝；摘；把…折断；使脱落
"
break out,"突发, 爆发, 叫嚷, 倒空, 取出, 使作准备
"
break prison,越狱
break the record,打破纪录
break through,"突围, 突破
"
break up,"v. 拆散；打碎；剖割(兽体等)；破坏
"
bring about,"na. 造成；带来；【航】(使船)回转
"
bring down,na. 降低；击落；削减；使落下
bring out,"na. 公布；说出；出版；上演
"
bring up,"na. 抚养；教导；教育；在…长大
"
bring ... into action,"使开始行动
"
bring ... to life,"na. 使苏醒
"
bring ... to light,"na. 暴露；揭露
"
build on, 在原有的建筑物上增建; 以…为基础; 依赖; 一心指望
build upon,"堆积于......
建立在......"
build up,"树立, 增进, 增大, 堵塞
"
burn down,"烧成平地, 火力减弱
"
burn out,"烧坏, 烧掉, 烧尽
"
burn to the ground, 全部焚毁
burst into,"闯入, 开出, 突然出现"
by accident,偶然
by all means,"尽一切办法, 一定"
by and by,不久以后
by any chance,万一
by chance,"偶然, 也许"
by day,在白天
by degrees,"逐渐地
"
by design,"故意地, 蓄意地"
by hand,用手
by heart,"凭记忆, 记住"
by law,根据法律
by letter,以书信形式
by means of,依靠
by mistake,由于差错
by night,在夜里
by no means,决不
by now,到目前为止
by request,"经请求,一经索求"
by sea,由海路
by the end, 到…为止
by the end of,"到…结束的时候,到…末"
by the piece,论件
by the time ...,"到…的时候,截至"
by the way,"在途中, 顺便"
by the year,[网络] 每年；年以前；截止到
by tradition,"根据传说, 根据口传"
by way of,"经由, 作为, 为了
"
by weight,"按重量计算
"
by yourself,你独自地
call at,"停靠(车站), 拜访(家/办公室)"
call for,"叫(某人)来, 要求, 为...叫喊, 为...叫"
call in,"na. 招；叫进；引入；调入
"
call on,"号召, 呼吁, 约请, 访问"
call upon," 号召, 拜访; 省视"
call sb. names,"na. 咒骂
"
call up,"na. 传；动员；打电话给；【电讯】呼唤
"
calm down,"平静下来, 镇定下来"
cannot choose but do,只得
care about,担心
care for,"喜欢, 照顾, 为...操心, 尊重"
carry off,"na. 得(奖)；夺去；诱拐；(病)夺去人命
"
carry on,"继续开展, 行为愚蠢(或越轨)
"
carry out,"na. 实行；开展；完成
"
carry through,"na. 完成(计划等)；坚持到底
"
cast sb. into prison,无
put sb. into prison,[网络] 关进监狱；把……投进监狱；使……坐牢
catch fire, 着火着火; 失火; 发火; 走水
catch on,"变得流行, 理解, 明白"
catch one's breath,"喘息, 屏息"
catch one's eye,"un. 胡说；引起…的注意
"
catch sight of,瞥见
catch up with,赶上
cater for sb.,"供应伙食, 迎合"
cater for sth.,"供应伙食, 迎合"
cater to sb.,迎合
cater to sth.,迎合
cave in,"塌落, 下陷, 投降, 屈服"
change one's mind,"改变主意
"
check in,"登记, 报到
"
check out,"na. 开支票(提款)；(旅馆)付账后离开；及格；〔美俚〕死
"
Cheer up!,"v. 鼓舞；振作一点
"
clear up,"na. 整顿；说明；(天气)转晴
"
come about,"发生, 改变方向"
come across,偶遇
come from,"来自, 出生于"
come into being,"形成, 产生"
come into effect,"开始生效
"
come into existence,"开始存在, 成立"
come into force,"开始有效, 开始实施
"
come into power,"执政, 掌权
"
come into view,进入视野
come off,"发生, 举行, 表现, 结果"
come on,"偶遇, 进步, 发生, 开始, 出场, 快来"
come out,"到边远地区来, 出现, 露出, 出版, 罢工, 结果是, 褪去, 被解出, 宣布"
come to,"谈到, 被...继承, 苏醒, 停止"
come to an end,结束
come to life,苏醒
come to nothing,终未实现
come to terms,"达成协议, 妥协, 让步
"
come to power,"上台,夺取政权"
come true,"实现, 成为事实"
come up,"走上前来, 发芽, 发生, 被提到, 流行
"
come up with,"赶上, 提出"
commit suicide,[法] 自杀
compare to, 把…比作， 喻为; 与…相比
compare ... with ...,"比较…,跟…相比,比得上…"
complain of,"抱怨, 抗议"
concentrate on ...,"集中, 全神贯注于"
concentrate ... on ...,"集中, 全神贯注于"
concern oneself about,无
consist in sth.,存在于
consist of sth.,由...组成
contribute to,捐献
convince sb. of sth.,"na. 使(人)承认
"
correspond to,"相当于..., 与...相对应"
correspond with,"符合, 一致, 通信"
count on,"依靠, 指望"
cut down,"na. 砍倒；削减；减价；夺去…活动力
"
cut in,"na. 突然插入；(汽车)超车；抢去别人的舞伴；在电话里窃听
"
cut off,"na. 削除；截止；截断(退路等)；割下来
"
cut up,"na. 割裂；弄伤；歼灭(敌军)；使心痛
"
cut out,"na. 割掉；除去；剪下；开辟
"
date from, 始于
date back to,"始于,可以追溯到…"
day after day,日复一日
day and night,日以继夜
day by day,逐日
deal with,"安排, 处理, 涉及, 做生意"
decide on,"决定,选定,确定…"
depend on,"依靠, 依赖"
depend upon," 依赖, 依靠"
die from,"[法] 由于...而死, 死于"
die of,"死于…,因…而死"
die out,"熄灭, 平息, 消失"
differ from,不同
differ with,"不同意,与…不一致"
dig out,na. 挖出；查出(事实)；〈美口〉慌慌忙忙走开
divide sth. among,"在…之间分配,分配给"
divide sth. between,在…之间分派〔分配〕
do damage to,"损害,破坏"
do good to, 对…有益
do harm to, 损害。。。，伤害。。。; 残害
do sb. a favor,[网络] 帮忙；帮一个忙；做好事
do well in,"成绩好,…做得好"
do with,"与...相处, 忍受, 对付"
do wrong,"na. 干坏事；犯罪；犯法
"
dozens of,"几十个,数十个;许多…"
draw a conclusion,得出结论
draw one's attention,无
draw up,"na. 写出；正容；整(队)；拉起(鱼网等)
"
dream of,"梦见,梦想,向往,渴望"
dress up,"na. 乔装；装扮；为…打扮；盛装打扮
"
drive sb. mad,un. 变疯
drop in,顺便走访
dry out," （使）变干, （使）干涸; <非正>（使）戒（酒、毒等）; 晾干"
due to,"由于, 应归于"
earn one's living,"谋生, 维持生活"
eat one's words,认错道歉
end up with,〈非正〉以…结束
enjoy oneself,过得快乐
enter for ...,"na. 参加(赛跑)
"
equip ... with, 装备，配备
even now,"尽管这样, 即使到现在"
even if,即使
even though,"虽然, 尽管"
ever since,从那时到现在
every now and then,"常常, 不时地"
every time,n. 每次（专辑名）
exchange ... for ...,用…换取
exchange ... with,v. 与…交换
exchange ... with sb.,v. 与…交换
except for,"除...以外
"
explain oneself,"说明自己意图, 为自己辩解"
express oneself,表达自己的意思;表达自己的感情
face to face,面对面
face up to,勇敢地面对
fall asleep,"入睡, 长眠, 懈怠, 静止不动"
fall behind,"落在后面, 拖欠"
fall in love with sb.,爱上
far from,"远离, 远非"
feed on,"以...为食, 以...为能源"
feed ... to,供应给
feel at home,感到自在
feel like doing,想要(做)...
figure on,"信赖, 指望, 计划, 打算"
figure out,"合计为, 计算出, 明白"
fill in,"na. 填充；填写；同“fill”
"
fill out,"填写, 使长大, 变大, 使长胖, 使完备"
fill up,"na. 同“fill”
"
